Term,Freq
supplementary pension,190
buckwheat,189
parental responsibility,189
public limited company,189
racism,189
information centre,189
inland transport,188
energy technology,188
motor fuel,188
social dialogue,188
bismuth,188
administrative court,188
economic union,187
national tax,187
Saint Kitts and Nevis,187
continental shelf,186
majority voting,186
social impact,186
chemical compound,185
aid recipient,185
sponsorship,185
trigger price,185
European standardisation body,184
Lesotho,184
self-regulation,184
fish disease,183
safety device,183
European Asylum Support Office,183
parliamentary committee,182
marine pollution,182
additional resources,182
agricultural product nomenclature,181
powdered milk,181
public investment,181
European patent,181
wage cost,180
xenophobia,179
whole milk,179
Aruba,179
sisal,178
property tax,178
EU policy,178
self-employment,178
national transport,177
compulsory insurance,177
EEC Treaty,177
deep-freezing,177
fair trade,176
production quota,176
electronic commerce,176
European Committee for Standardisation,176
market research,175
USSR,175
precautionary principle,174
International Civil Aviation Organisation,173
cloning,173
International Labour Organisation,173
land transport,172
recognition of diplomas,172
stamp duty,172
self-financing,171
EAEC,171
submarine,170
environmental standard,170
Anguilla,170
conflict prevention,170
joint implementation,170
Calabria,170
services company,170
Burkina Faso,170
Schleswig-Holstein,170
pharmacist,169
anti-subsidy proceeding,169
seasonal worker,169
Falkland Islands,169
Food and Veterinary Office,169
foreign exchange market,169
triticale,169
vehicle parts,169
private international law,168
butane,168
cereal flakes,168
private equity,168
dried product,168
industrial development,167
legal action,167
banking system,167
antimicrobial resistance,167
development aid,167
level of education,166
telecommunications equipment,166
administrative control,166
Vanuatu,166
European Joint Undertaking,165
Java,165
common customs tariff,165
monkey,165
public relations,165
West Midlands,164
economic and social cohesion,164
waste incineration,164
surgeon,164
price reduction,164
cultural object,163
composite materials,163
Arctic,163
personal property,163
fishing net,163
French Guiana,163
market support,162
Guadeloupe,162
criminal record,162
consumer information,162
sick leave,161
organic fertiliser,161
economic reform,161
thermal equipment,160
fish product,160
manuscript,159
industrial production,159
consumer goods,159
environmental tax,159
purchasing power,158
contract of carriage,158
economic analysis,158
European Court of Auditors,158
UNHCR,158
toxic substance,158
wholesale price,158
TAB,157
condiment,157
industrial waste,157
animal feedingstuffs,156
dolphin,156
franchising,156
monetary agreement,156
regional law,156
pasteurisation,155
allergy,155
wastewater,155
European GNSS Agency,155
retail selling,155
works council,155
taxable income,155
cultural cooperation,155
credit guarantee,155
operating result,155
indebtedness,154
cassava,154
offshore oil,154
organic chemical,154
ferro-alloy,154
farm accountancy data network,153
tax return,153
bank charges,153
preliminary draft budget,153
strait,153
quantitative analysis,152
Barbados,152
mineral resources,152
VAT resource,152
Thuringia,152
maintenance obligation,151
International Criminal Tribunal,151
chemical element,151
microfinance,151
government policy,151
processed cheese,151
war crime,151
energy crop,151
civics,150
protection of privacy,150
whale,150
dictionary,150
referendum,150
Community Plant Variety Office,150
business tax,149
cultural event,149
Coreper,149
Brunei,149
special leave,149
floating rate,149
indemnification,148
Cariforum,148
sustainable fisheries,148
epidemiology,148
European Works Council,148
industrial accident,147
interest group,147
trade relations,147
Tonga,147
economic relations,147
French Polynesia,147
Polynesia,147
Dominica,146
modem,146
tropical fruit,146
legal expenses,146
marine mammal,146
animal production,146
allocation of resources,146
futures market,145
organisation of work,145
arbitrage,145
CCD,145
inheritance,145
micro-enterprise,145
social legislation,144
production standard,144
non-profit organisation,144
computer network,144
older worker,144
special tax,144
food production,144
water policy,144
agricultural cooperative,143
adjuvant,143
European Region,143
civil procedure,143
Maldives,142
democratisation,142
Bermuda,142
supermarket,142
GATS,142
fresh fish,142
speech,141
European integration,141
identity document,141
unemployment insurance,141
warships,141
geographical distribution,140
nuisance,140
spreadsheet,140
Saint Pierre and Miquelon,140
capital movement,140
transport of animals,139
school transport,139
Umbria,139
fishing industry,139
FIFG,139
pornography,139
social assistance,139
expropriation,138
Community fisheries,138
soil type,138
criminal procedure,137
target price,137
South America,137
Commonwealth,137
probationary period,137
thermal energy,137
calf,136
concessionaire,136
dentist,136
common transport policy,136
pre-accession strategy,135
Guernsey,135
free movement of capital,135
visa policy,135
Lower Saxony,135
ACP-EU Committee of Ambassadors,134
wood fibre,134
committee of inquiry,134
environmental monitoring,134
Antigua and Barbuda,134
slaughtered poultry,133
national economy,133
perishable goods,133
direct tax,133
energy recovery,133
financial supervision,133
atmospheric conditions,132
bromine,132
nationalisation,132
Prague,132
suspension of payments,132
project management,131
Irish Sea,131
maternity leave,131
Frontex,131
inorganic acid,131
commercial code,131
reindeer,131
European company,131
Dispute Settlement Body,131
food processing,130
job vacancy,130
small business,130
stability pact,130
slaughter of animals,130
limited partnership,130
Campania,129
Bhutan,129
artificial insemination,129
biochemistry,129
oil pollution,129
child pornography,128
European organisation,128
coastal region,128
social media,128
consumer credit,128
civil law,128
conifer,127
chemical process,127
construction costs,127
cryptography,127
EU action,126
petition,126
stability programme,126
Western Europe,126
toilet article,126
sewage sludge,126
political prisoner,126
gas industry,126
cyclone,126
inland waters,125
emergency aid,125
financial audit,125
arms trade,125
freedom of association,125
Grenada,124
scientific cooperation,124
tax on income,124
structural adjustment,124
leaf vegetable,123
Samoa,123
withdrawal price,123
professional association,123
Euratom Supply Agency,122
church,122
heavy oil,121
product design,121
collective bargaining,121
European Fisheries Control Agency,121
building materials,121
Palau,120
incapacity for work,120
special drawing rights,120
Saint Lucia,120
Riga,120
Treaty of Amsterdam,120
cooperative bank,119
Marshall Islands,119
Piedmont,119
customs document,118
decentralisation,118
Rioja,118
energy audit,118
financial cooperation,118
industrial cooperation,117
international finance,117
mechanical engineering,117
arms control,117
cooperation policy,116
commitment of expenditure,116
Cantabria,116
discretionary power,116
sea fishing,116
import levy,116
energy resources,116
customs transit,116
applied research,115
basic needs,115
dehydration,115
Cenelec,114
European Systemic Risk Board,114
gross national product,114
railway station,114
nanotechnology,114
zootechnics,113
agricultural structure,113
UN convention,113
service concession,113
frontier worker,113
information policy,112
fresh vegetable,112
occupational health,112
sensitive area,112
bulb vegetable,112
guarantee threshold,112
disciplinary proceedings,112
fresh product,111
Community acquis,111
public statement,111
European Employment Strategy,111
budget appropriation,111
palm nut,111
textile industry,110
withdrawal from the market,110
Channel Islands,110
research policy,110
information processing,110
tariff reduction,110
secondary legislation,110
Emilia-Romagna,109
Extremadura,109
World Customs Organisation,109
nuclear accident,109
kapok,109
youth employment,109
personal effects,108
depopulation,108
crime against humanity,108
delegated directive,108
information network,107
castor bean,107
principle of legal certainty,107
energy research,107
social transfers,107
occupational safety,106
quality label,106
EAEC Treaty,106
coal industry,106
Cayman Islands,106
wood product,106
quality of the environment,106
signalling device,105
aid for restructuring,105
traffic offence,105
public goods,105
legitimacy,105
data recording,104
comparative advertising,104
European Defence Agency,104
national budget,104
magistrate,104
comparative analysis,104
price list,104
regional statistics,103
complicity,103
pharmaceutical industry,103
Crete,103
negotiated contract,103
Molise,102
international court,102
monument,102
Olympic games,102
social sciences,102
European Space Agency,102
powder metallurgy,102
tax rebate,102
metal furniture,102
national identity,102
world economy,102
Abu Dhabi,102
Curaçao,101
red wine,101
common strategy,101
public office,101
archipelago,101
sugar industry,101
IATA,101
crop production,101
official statistics,101
after-sales service,101
European association,101
gaming,100
soft fruit,100
iron and steel industry,100
poultry farming,100
cost of living,100
photovoltaic cell,99
spot market,99
cooperation procedure,99
export aid,99
processing under customs control,99
credit policy,99
Saint Helena,99
civil status,99
import policy,98
youth unemployment,98
insurance claim,98
buffalo meat,98
aid policy,98
stem cell,98
veto,98
retail outlet,98
communications systems,98
real property,97
transport company,97
market capitalisation,97
regions of Italy,96
rare earth,96
electromagnetic interference,96
common fund,96
export financing,96
atlas,96
sea-bed,96
consent procedure,95
aid per hectare,95
light-duty vehicle,95
public safety,95
sustainable forest management,95
financial analysis,95
evaluation method,95
working life,94
G20,94
Alentejo,94
gender mainstreaming,94
national production,94
protection of minorities,93
support policy,93
Micronesia,93
ASEAN,93
distribution cost,93
standing committee,92
cost price,92
diabetes,92
energy demand,92
short-term credit,92
free movement of workers,92
educational institution,91
Member of Parliament,91
freshwater fish,91
simplification of formalities,91
joinery,91
social work,91
sluice-gate price,91
Lombardy,91
nuclear technology,91
right to information,91
labour standard,91
deep-sea fishing,91
AIDS,91
work schedule,90
own consumption,90
night work,90
international credit,90
health policy,90
fortified wine,89
ACP-EU Council of Ministers,89
adult education,89
fiscal policy,89
military training,89
installation allowance,89
temporary employment,89
supervisory power,89
Pacific Ocean,88
Wassenaar arrangement,88
EU Military Committee,88
Liguria,88
Tuscany,88
agricultural expenditure,88
handicrafts,88
wind energy,88
work permit,88
marital status,87
debt reduction,87
International Court of Justice,87
drinking milk,87
livestock farming,87
rafting,87
Islam,87
bioenergy,86
co-insurance,86
marketing restriction,86
pharmacology,86
public opinion,86
film production,86
rights of the defence,86
Saxony-Anhalt,86
military base,85
secret ballot,85
Friuli-Venezia Giulia,85
European citizenship,85
urban transport,85
threshold price,85
lighting equipment,85
parliamentary assembly,85
eutrophication,85
aid programme,85
regional market,85
power of attorney,85
additional benefit,85
mobile communication,85
constitutional law,85
Wallis and Futuna,85
consumer policy,85
electronic document,84
contractual liability,84
polluter pays principle,84
transport insurance,84
alternative dispute resolution,84
basic research,84
building industry,83
employment aid,83
regional transport,83
water pollution,83
financial planning,83
price fluctuation,83
metalworking,83
intra-EU trade,83
power of decision,83
protected species,83
free competition,82
Maghreb,82
unpaid leave,82
primary education,82
European Stability Mechanism,82
customs valuation,82
Autonomous Province of Trento,82
European conference,82
environmental cost,82
higher court,82
budget estimate,81
social situation,81
administrative formalities,81
legal adviser,81
schooling,81
accident prevention,81
Muslim,81
EAGGF Guidance Section,81
Eastern Partnership,81
civil code,81
generalised preferences,80
constitutional court,80
EEA Council,80
aquatic plant,80
sustainable agriculture,80
price control,80
type of business,80
British Indian Ocean Territory,80
international competition,80
regional State,79
judicial investigation,79
maritime area,79
food colouring,79
long-term financing,79
European charter,79
plant disease,79
commodities market,79
foreign capital,78
food hygiene,78
OECD countries,78
corporate finance,78
local area network,78
Tuvalu,78
dairy industry,78
Commission Delegation,77
Eureka,77
organisation chart,77
regional election,77
indemnity insurance,77
management techniques,77
intelligent transport system,77
meteorology,77
frozen product,76
national service,76
fresh cheese,76
Basilicata,76
negotiable instrument,76
arbitration clause,76
Surinam,76
weekly rest period,76
power to appoint,76
maritime cabotage,76
computer equipment,76
European Monetary Institute,76
organic acid,76
cereal flour,76
economic consequence,76
EC Regulation,75
tax convention,75
receivership,75
British Virgin Islands,75
parliamentary election,75
health legislation,75
aerospace industry,74
exemption from customs duties,74
air space,74
impunity,74
UN General Assembly,74
labour mobility,74
fishing port,74
exchange transaction,74
Pomerania,74
price formation,73
accession negotiations,73
durable goods,73
social integration,73
transport statistics,73
official seal,73
trade cooperation,73
Community support framework,73
takeover bid,73
single monetary policy,73
use of water,73
telegraph,73
EU body,73
material of animal origin,72
multinational enterprise,72
Christian,72
tax avoidance,72
fishing rights,72
ECHO,72
market gardening,72
aid system,72
hire purchase,72
cargo vessel,72
international human rights law,72
special legislative procedure,72
transport capacity,71
ferrous metal,71
office supplies,71
food consumption,71
man-made disaster,71
financial autonomy,71
fodder beet,70
farming system,70
navigation aid,70
State monopoly,70
legal rule,70
trade promotion,70
economic aid,69
aid to undertakings,69
transport user,69
technological change,69
bilateral relations,69
Sharjah,69
financial requirements,69
nuclear fission,69
public international law,69
local tax,69
electric cable,69
political situation,69
olive-growing,69
development worker,69
Oceania,69
public morality,68
private insurance,68
import restriction,68
vinification,68
credit union,68
miner,68
noise pollution,68
trading volume,68
International Telecommunication Union,68
geology,68
death penalty,68
thermal insulation,68
multilingualism,68
agricultural productivity,68
Communist Party,68
national statistics,68
personal income tax,68
built-up area,67
dual-use good,67
Jew,67
optics,67
military personnel,67
specialisation agreement,67
accounting entry,67
social security legislation,67
wolf,67
Red Cross,67
eligible region,67
EU military mission,66
energy conversion,66
Brittany,66
Adriatic Sea,66
European cooperative,66
European Union Satellite Centre,66
United Nations Charter,66
surplus stock,66
volcanic eruption,66
energy industry,66
guaranteed price,66
carrying capacity,66
export restriction,66
national financing,66
family worker,65
donor country,65
budget deficit,65
support mechanism,65
equal pay,65
groundnut oil,65
digital technology,65
political rights,65
peacekeeping,64
preserved product,64
commercial law,64
Bank for International Settlements,64
milking machine,64
institutional reform,64
energy distribution,64
child labour,64
price regulations,64
North Africa,64
bomber,64
import tax,64
agricultural machinery,64
mass production,64
criminal liability,64
executive power,63
professional secret,63
geography,63
medical training,63
distance selling,63
sporting event,63
transliteration,63
intranet,63
price freeze,62
industrial equipment,62
European Agency for Reconstruction,62
opinion poll,62
VAT rate,62
glass industry,62
fishing grounds,62
Upper House,62
kitchen garden,62
social rights,62
Far East,62
Catalonia,62
maximum price,62
social structure,61
young person,61
plant life,61
protein products,61
aquatic ecosystem,61
deforestation,61
non-tariff barrier,61
Ecofin,61
anti-pollution device,61
Aquitaine,61
mine action,61
commercial court,61
food inspection,61
South-East Asia,60
shift work,60
building permit,60
foreign language,60
land register,59
multilateral surveillance,59
adoption of the budget,59
space technology,59
ecology,59
hydroelectric power,59
document management,59
environmental law,59
transport safety,59
specialised committee,59
merger control,59
military court,59
collective interest,59
physical process,59
anatomy,59
aggravating circumstances,59
economic stabilisation,59
occupied territory,59
wastage,58
freight rate,58
comitology,58
World Intellectual Property Organisation,58
countervailing charge,57
ethnic group,57
construction equipment,57
social economy,57
early childhood,57
service industry,57
nuclear fusion,57
trade credit,57
tariff ceiling,57
precious stones,57
social problem,57
Hesse,56
sculpture,56
bituminous materials,56
Turks and Caicos Islands,56
participation of women,56
life sciences,56
teaching materials,56
national minority,56
ergonomics,56
pipeline transport,56
consumer demand,56
financial statistics,56
manual worker,56
bad weather,56
illegal migration,56
biometrics,56
occupational accident,56
diplomatic relations,56
medical research,56
common organisation of markets,55
commodity price,55
barter,55
treasury bill,55
Development Assistance Committee,55
audiovisual production,55
irradiated fuel,55
international affairs,55
Lomé Convention,55
civil proceedings,55
abortion,55
action for annulment,55
atmospheric pollution,54
child care,54
cultural identity,54
large business,54
free-at-frontier price,54
vehicle fleet,54
joint ownership,54
commuting,54
agroforestry,54
used goods,54
business start-up,54
genetics,54
absolute majority,54
institutional structure,54
bauxite,54
saltwater,53
investment promotion,53
Western European Union,53
property insurance,53
sensitive product,53
descendant,52
temporary employment agency,52
champagne,52
administrative reform,52
parliamentary question,52
sectoral agreement,52
extraction of oil,52
solar collector,52
Balearic Islands,52
interactivity,52
kidney disease,52
fact-finding mission,52
fishery research,52
national planning,52
life expectancy,52
reassignment,52
self-defence,52
thin sheet,51
pollution from land-based sources,51
regional disparity,51
territorial jurisdiction,51
low income,51
Basque Country,51
explanation of voting,50
substitute product,50
collective redress,50
performance audit,50
purchasing power parity,50
Southern Africa,50
parking area,50
fuel wood,50
public education,50
fermented milk,50
carbon capture and storage,50
political reform,50
nursing care,50
soil preparation,50
non-attached member,50
own-account transport,50
West Africa,50
bank deposit,49
commercial contract,49
Czechoslovakia,49
company structure,49
free-trade area,49
hospitalisation,49
histology,49
sports equipment,49
Commonwealth of Independent States,49
public hearing,49
sales promotion,49
fixing of prices,49
clean development mechanism,49
residential area,49
Bremen,49
pasteurised milk,49
foreign market,49
freeze-drying,48
catch of fish,48
product life,48
right of reply,48
overseas territory,48
open method of coordination,48
independence of the judiciary,48
pleasure craft,48
single parent,48
case study,48
freedom of the press,48
polar region,48
common land,48
health care system,48
general education,47
Community tax,47
game of chance,47
investment loan,47
factor of production,47
convergence criteria,47
international road transport,47
nature reserve,47
tax on capital,47
rosé wine,47
disinformation,47
production technique,47
Ras Al Khaimah,47
chemical pollution,47
non-formal education,46
peripheral region,46
sports facilities,46
lynx,46
agricultural levy,46
corporate social responsibility,46
Puerto Rico,46
philosophy,46
satellite communications,46
commodities exchange,45
sub-Saharan Africa,45
business management,45
economic structure,45
commission agent,45
liability of the State,45
agricultural bank,45
courts and tribunals,45
desert,45
Baltic States,45
investment transaction,45
EU activity,45
precision instrument,44
professional ethics,44
use of languages,44
space research,44
food price,44
domestic trade,44
operation of the Institutions,44
regional security,44
encyclopaedia,44
Central Africa,44
non-woven fabric,44
metal structure,44
time-sharing,44
Tokyo Round,44
right of action,44
traffic regulations,44
distributive trades,44
skilled worker,43
export of waste,43
exchange control,43
branch of activity,43
wooded area,43
contract terms,43
property market,43
validation of expenditure,43
delegated decision,43
water protection,43
liberalisation of trade,43
liberal profession,43
termination of employment,43
blog,43
job application,42
audiovisual programme,42
household consumption,42
demography,42
UNRWA,42
Andalusia,42
public bank,42
cultural policy,42
oil industry,42
public stock,42
project evaluation,42
trauma,42
defective product,42
hedge funds,42
real estate market,42
aviation fuel,42
question time,42
minimum stock,42
industrialised country,42
Apulia,42
economic forecasting,42
island region,42
mass media,42
urbanisation,41
Lorraine,41
atmospheric pollutant,41
impact study,41
industrialisation,41
devaluation,41
banking supervision,41
Euratom loan,41
motor spirit,41
footwear industry,41
Algarve,41
zoonosis,41
public building,41
parking charge,41
youth policy,41
consumer behaviour,41
former USSR,41
tax reform,41
economic cycle,41
pre-accession aid,41
worker with disabilities,41
nuclear industry,41
Nord-Pas-de-Calais,41
search engine,41
UNO,41
manufactured goods,41
reproductive health,41
food control,40
price support,40
death grant,40
access to education,40
fine arts,40
continuing education,40
monetary compensatory amount,40
economic recession,40
cost analysis,40
e-Health,40
secondary residence,40
prostitution,40
capital gains tax,40
tax collection,40
advanced materials,40
combustion gases,40
trading hours,40
trading account,40
animal oil,40
tourist guide,40
space navigation,40
option contract,40
government programme,40
animal show,40
artificial reproduction,39
organic law,39
Trentino-Alto Adige,39
Montserrat,39
nuclear test,39
medical institution,39
Languedoc-Roussillon,39
Sint Maarten,39
economic statistics,39
mechanisation,39
EU programme,39
Carinthia,39
environmental liability,39
in-service training,39
land reform,39
viticulture,39
recommendation (EU),39
technological process,39
Flevoland,39
management of resources,39
Timor,38
documentary credit,38
fish farming,38
knowledge economy,38
sustainable mobility,38
sugar levy,38
nuclear non-proliferation,38
industrial project,38
enlargement of the Union,38
issue of securities,38
passenger tariff,38
management training,38
mechanical vibration,38
State trading,38
political cooperation,38
blue-veined cheese,38
Utrecht,38
ministerial meeting,38
child protection,38
robotics,38
microform,38
vehicle tax,37
deadline for payment,37
investment abroad,37
biological weapon,37
Mecklenburg-Western Pomerania,37
industrial structures,37
Federated States of Micronesia,37
medium-sized business,37
national park,37
countertrade,37
association of local authorities,37
iron and steel product,37
suspension of customs duties,36
maritime shipping,36
educational system,36
financing method,36
professional sport,36
incoterms,36
job description,36
still wine,36
nuclear medicine,36
chemical waste,36
European Energy Charter,36
surface transport,36
audiovisual industry,36
gas appliance,36
clean technology,36
environmental research,36
Dodecanese,36
mixed cropping,36
electronics industry,36
EU financing,36
censorship,35
UN Secretary-General,35
Arad,35
adopted child,35
sales representative,35
military aircraft,35
social life,35
Palestine Liberation Organisation,35
fishing agreement,35
European Monetary System,35
photographic industry,35
production statistics,35
dairy farm,35
international issue,35
supplementary budget,35
private property,35
cardiovascular disease,35
continuing vocational training,35
result of the vote,35
full employment,35
geographical information system,35
motor vehicle industry,35
offshore drilling,35
adaptation to climate change,35
guardianship,35
renewable resources,35
customs regulations,35
domestic policy,35
gas field,35
Lower Austria,35
bulk product,35
tobacco industry,35
legal profession,35
aromatic plant,34
nutritional needs,34
Universal Postal Union,34
trade restriction,34
administrative supervision,34
trade information,34
exchange-rate mechanism,34
sawmill,34
Alpine Region,34
cemetery,34
legislative initiative,34
economic accounts for agriculture,34
industrial restructuring,34
littoral,34
digital divide,34
conservation of fish stocks,34
company with share capital,33
merchandising,33
basic education,33
mercenary,33
financial intervention,33
civil defence,33
EU police mission,33
head of government,33
sexual harassment,33
compulsory education,33
hunger,33
knowledge management,33
preferential price,33
board of management,33
resolution (EU),33
local election,33
administrative law,33
coal mining,33
Autonomous Province of Bolzano,33
veterinary drug,33
universal suffrage,33
natural hazard,33
regional planning,33
UN resolution,33
political motivation,33
long-term unemployment,33
UN Secretariat,33
household income,33
right to work,33
farm household,33
medical science,33
GCC countries,33
Sulawesi,33
soil protection,32
plankton,32
national implementing measure,32
English Channel,32
biotope,32
geodesy,32
regions of Poland,32
metal waste,32
weights and measures,32
packaged product,32
wild mammal,32
maize oil,32
aeronautical industry,32
space policy,32
two-wheeled vehicle,32
floriculture,32
agricultural vehicle,32
rural population,32
price agreement,32
mining operation,32
available energy,32
horsemeat,32
Union for the Mediterranean,32
Aragon,32
appointment of members,32
UN Conference,32
mathematics,31
psychiatry,31
Abruzzi,31
Saba,31
air-cushion vehicle,31
conservation of resources,31
Limburg,31
terrestrial ecosystem,31
provisional twelfth,31
town and country planning,31
economic convergence,31
labour inspectorate,31
patent law,31
technology assessment,31
representative market price,31
legal process,31
international meeting,31
dairy production,31
private limited company,31
financial agreement,31
treasurer,31
information medium,31
reparcelling,31
Limousin,30
social worker,30
catch area,30
political responsibility,30
domestic waste,30
psychology,30
interbank market,30
railway industry,30
qualitative analysis,30
mortgage bank,30
value of trade,30
press agency,30
medical diagnosis,30
root crop,30
private forest,30
industrial robot,30
industrial pollution,30
Gulf States,30
politician,30
Council configuration,30
food standard,30
Attica,30
short-term financing,30
used oil,30
distance learning,30
signature of an agreement,30
deportee,30
equipment cost,30
paid leave,30
mother tongue,30
thesis,29
browser,29
Tulcea,29
interparliamentary delegation,29
bookshop,29
maternity benefit,29
engineering structure,29
structural expenditure,29
programmes industry,29
research report,29
population dynamics,29
ground staff,29
regional economy,29
EU act,29
Red Sea,29
population census,29
Southern Moravia,29
civil war,29
eating habits,29
confectionery product,29
written question,29
delinquency,29
biosphere,28
migration policy,28
Stabex,28
aerodynamics,28
judicial reform,28
Bonaire,28
public property,28
plasma physics,28
Cedefop,28
Styria,28
central rate,28
craftsman,28
sectoral aid,28
farming sector,28
Castile-Leon,28
research body,28
sales agent,28
Hawaii,28
Mercosur,28
industrial fishing,28
tropical forest,28
EU production,28
most favoured nation,28
economic system,28
ad hoc committee,28
management information system,28
type of tenure,27
administrative autonomy,27
comparative study,27
investment protection,27
Mediterranean third countries,27
postal charges,27
soya bean oil,27
common law,27
financial accounting,27
geothermal energy,27
social change,27
bibliography,27
stimulant,27
shale gas,27
industrial investment,27
Nauru,27
legal domicile,27
profit sharing,27
EIB loan,27
family planning,27
urban centre,27
non-contributory benefit,26
agro-industry,26
bailiff,26
trafficking in persons,26
financial policy,26
climate change policy,26
programme budgeting,26
clothing industry,26
industrial enterprise,26
Benelux countries,26
medical centre,26
concentrated product,26
cost-effectiveness analysis,26
support price,26
legal cooperation,26
agricultural trade,26
oceanography,26
insured risk,26
occupational medicine,26
business policy,26
whistleblowing,25
storage of waste,25
contiguous zone,25
reconstituted product,25
Southern Europe,25
Antarctica,25
European Civil Aviation Conference,25
Ile-de-France,25
Suceava,25
earths and stones,25
development potential,25
business park,25
prefabrication,25
naturalisation,25
economic transition,25
geographical mobility,25
European identity,25
trade balance,25
deflation,25
diplomatic representation,25
elderly person,25
teacher training,25
yearbook,25
extremism,25
oilfield,25
concentrated milk,25
conflict of jurisdiction,25
legislative power,25
analytical chemistry,25
local legislation,25
video surveillance,25
self-determination,25
metallurgical industry,25
pre-packaging,25
physical environment,25
green area,25
abuse of power,24
industrial building,24
civilian personnel,24
euthanasia,24
public prosecution,24
less-favoured region,24
Economic Interest Grouping,24
paediatrics,24
electronic voting,24
oligopoly,24
Thessaly,24
election campaign,24
home care,24
forestry policy,24
financial solvency,24
second ballot,24
Vâlcea,24
conservatism,24
organic certification,24
professional career,24
rubber industry,24
market intervention,24
sole proprietorship,24
EC Directive,24
transfer of property,24
soil analysis,24
disability insurance,24
cultivation techniques,23
Saint Martin,23
mining industry,23
drone,23
structural unemployment,23
agricultural insurance,23
Champagne-Ardenne,23
property leasing,23
adjournment,23
EU initiative,23
American Samoa,23
EU national,23
speed control,23
espionage,23
carcinogenic substance,23
production target,23
East Timor,23
special steels,23
tertiary sector,23
medical report,23
European Economic Interest Grouping,23
waste recycling,23
commodity agreement,23
Northern Europe,23
national school,23
external debt,23
technical education,23
semi-soft cheese,23
economic planning,23
traffic signs,23
storage of food,22
natural forest,22
underground railway,22
retired person,22
usufruct,22
climatic zone,22
oil refining,22
Franche-Comté,22
resources of the sea,22
abolition of customs duties,22
politics,22
intermediate goods,22
CCT duties,22
publication of accounts,22
foreign enterprise,22
codecision procedure,22
real estate business,22
help desk,22
oil crop,22
terms of trade,22
Salzburg,22
Caspian Sea,22
East Africa,22
property development,22
mechanical equipment,22
lockout,22
price of land,22
periodical publication,22
trade union confederation,22
Burgundy,22
agricultural equipment,22
restorative justice,22
committee report,22
applied sciences,22
astronomy,22
paternity leave,22
Northern Mariana Islands,22
Guam,22
expressway,22
liberalisation of the market,22
telemedicine,22
Mariana Islands,22
Peloponnese,22
office automation,22
budget financing,22
motor vehicle insurance,22
farm income,21
sugar refining,21
economic model,21
AETR agreement,21
animal breeding,21
labour relations,21
medical data,21
electrical industry,21
economic infrastructure,21
Western Macedonia,21
marine life,21
scientific exchange,21
means of agricultural production,21
Pitcairn Islands,21
Aegean Sea,21
witness protection,21
BusinessEurope,21
illegal restraint,21
environmental education,21
personal development,21
oil pipeline,21
price fixed in advance,21
regions of Spain,21
family business,21
alternative service,21
root vegetable,21
respiratory disease,21
sport fishing,21
aperitif,21
immunology,21
Gorenjska,21
Prahova,21
ecological balance,21
voluntary work,20
thermodynamics,20
Hunedoara,20
smoked product,20
tariff agreement,20
systems interconnection,20
political system,20
horizontal agreement,20
European University Institute,20
European legal status,20
Cluj,20
US Virgin Islands,20
export policy,20
economic support,20
town planning,20
International Energy Agency,20
space transport,20
regions of France,20
film industry,20
wage earner,20
youth movement,20
defamation,20
party organisation,20
unpaid work,20
maritime surveillance,20
national election,20
international trade law,20
rural community,20
programming language,20
voluntary restraint,20
digital literacy,20
student mobility,20
accidental pollution,19
anti-semitism,19
food fat,19
fight against crime,19
shadow banking,19
multi-level governance,19
energy transport,19
Southern African Development Community,19
registered trademark,19
cervidae,19
vocational guidance,19
continuous production,19
Navarre,19
exploitation of resources,19
Constanta,19
driving instruction,19
regions of Portugal,19
magnetic medium,19
bonus payment,19
European Trade Union Confederation,19
zoology,19
right of pre-emption,19
trading operation,19
pay scale,19
sea fish,19
CIS countries,19
soft cheese,19
packaging product,19
use of aid,19
deregulation,19
catch by species,19
regional finances,19
transport regulations,19
forest conservation,19
established right,19
state-owned land,19
ASEAN countries,18
teaching method,18
South Asia,18
capacity to contract,18
Speaker of Parliament,18
cartography,18
organisation of production,18
family law,18
Bihor,18
EU Emissions Trading Scheme,18
world consumption,18
trust company,18
Vorarlberg,18
Andean Community,18
Islamic State,18
political science,18
game animal,18
short-time working,18
Giurgiu,18
dual-use technology,18
Groningen,18
physical sciences,18
vehicle rental,18
Epirus,18
gynaecology,18
health education,18
first job,18
national expenditure,18
Eurofound,18
transport law,18
Olt,18
interinstitutional relations,18
freedom of assembly,18
tax harmonisation,18
union representative,18
demerger,18
political opposition,18
cost of borrowing,18
Nimexe,18
performing arts,17
trading margin,17
heavy industry,17
food shortage,17
space station,17
defoliation,17
state of emergency,17
free-trade agreement,17
large holding,17
guided missile,17
banking secrecy,17
head of household,17
administrative powers,17
world production,17
Rhône-Alpes,17
inshore fishing,17
care allowance,17
Treaty of Nice,17
CERN,17
mental illness,17
recycled product,17
public library,17
third stage of EMU,17
Sibiu,17
information storage,17
working population,17
separation of powers,17
easement,17
geophysics,17
reimbursement of aid,17
flour milling,17
rural region,17
climatology,17
European Consumer Centres Network,17
hard cheese,17
consumer cooperative,17
social behaviour,17
freedom of communication,17
judicial inquiry,17
pay television,17
export revenue,17
leisure park,17
capital city,17
direct selling,17
parliamentary system,16
tenant farming,16
Community loan,16
social rehabilitation,16
parliamentary procedure,16
video cassette,16
long-term forecast,16
energy cooperation,16
cost of pollution,16
hydraulic energy,16
