Term,Freq
azbest,297
živilska industrija,297
nesreča pri delu,296
vzajemna pomoč,296
pravica do ustanavljanja,296
Kamerun,296
zaposlovanje mladih,295
tržna raziskava,294
Etiopija,294
Kostarika,294
posredni davek,294
krava dojilja,293
zaščitna klavzula,293
delovno okolje,293
pridobivanje nafte,293
carinski predpisi,291
industrijski izdelek,291
pristop k Evropski uniji,290
jedrsko gorivo,290
znanstvenik,290
koncesionar,289
naravni kavčuk,289
preiskovalni odbor,289
Latinska Amerika,288
Mayotte,287
Surinam,287
oliva,286
gospodarsko interesno združenje,286
mladi kmet,284
blagovna znamka EU,284
netkani tekstil,284
razsodišče,283
biotehnologija,283
Malavi,283
bruto domači proizvod,283
potovalna agencija,282
živalski vrt,281
kolobarjenje,281
neposredna naložba,281
plazilec,281
Indijski ocean,280
sprememba zakona,280
nezdružljivost,280
ribolovna sezona,280
naftovod,279
Nepal,279
povečanje proizvodnje,278
margarina,278
proračun EU,277
spomenik,275
odrasla oseba,275
dekontaminacija,273
Namibija,272
morski organizmi,272
vesoljsko plovilo,272
Francoska Gvajana,272
priprava zakonodaje,272
Romi,271
pridružena država,271
obsevanje,270
trajni nasad,269
režijski stroški,269
zdravstvena nega,268
vodotok,268
gostota prebivalstva,268
mehanizacija,268
domača poraba,268
daljinsko zaznavanje,267
Togo,265
energetski viri,264
onesnaževanje z ladij,264
brezposelna oseba,263
detelja,262
uradni dokument,261
CEPT,261
soržica,261
toplotna energija,260
Sodišče EFTA,260
TRIPS,260
Kambodža,260
internetni naslov,260
zasebna naložba,259
pešec,259
socialna vključenost,259
Evropska železniška agencija,258
gospodarski ribolov,258
končna poraba,257
proso,256
slaščice,256
neposredna uporaba,256
Dubaj,255
preiskovalni postopek,255
veterinarska zakonodaja,255
mednarodna pogajanja,254
Čad,254
Evropski investicijski sklad,254
avtonomija,254
materinstvo,254
vezan les,254
prevoz živali,254
ekonomska vrednost,254
Bolivija,254
ponovna zasaditev,253
evropska organizacija za standardizacijo,253
kemija,252
kapitalska naložba,252
Ekvatorialna Gvineja,252
zavarovano območje,252
klimatizacija,252
ekološko kmetovanje,251
mednarodna naložba,251
obvezno zavarovanje,251
osnovna cena,251
obtožba,250
odvzem prostosti,250
Trinidad in Tobago,250
potres,250
parlamentarni odbor,249
odstranjevanje odpadkov,249
elektromagnetne motnje,249
Evropski sklad za ribištvo,248
tehnični opis,248
izvršilni organ,247
intervencija na trgu,247
industrijska proizvodnja,247
glavno mesto,247
Svetovna banka,247
gorsko območje,246
strokovni odbor,245
razkritje informacij,244
nabavna cena,244
Palestina,243
izdaja vrednostnih papirjev,243
notranji prevoz,242
živa perutnina,242
lucerna,242
metoda Skupnosti,241
varovanje v letalstvu,241
življenjepis,241
pogonsko gorivo,240
organ EU,240
naftni derivat,240
Gambija,240
sedež podjetja,240
Panama,239
Mongolija,239
okoljski standard,239
bik,238
jagodičevje,238
laktoza,238
finančna izguba,238
Honduras,238
ponudbena cena,237
predivnica,237
cestno omrežje,237
družinska dajatev,237
pripravništvo,237
delojemalec,236
Nova Kaledonija,236
izvedensko mnenje,236
Mednarodna organizacija dela,235
stabilnost cen,235
darilo,235
metoda vrednotenja,234
obmejno območje,234
način proizvodnje,234
Turkmenistan,234
varstvo pred sevanjem,233
kakovost življenja,233
žitni kosmiči,232
epikontinentalni pas,232
globalno segrevanje,232
Nizozemski Antili,232
zelenjavni sok,232
kupna moč,232
pravni red EU,232
zasebna banka,231
delovno pravo,231
proizvodna cena,231
zdravstveni nadzor,230
tantal,230
industrijske raziskave,230
jedrska nesreča,229
obrt,229
onesnaževanje morja,229
koščičasto sadje,228
prevozna pogodba,228
Afriški rog,227
sojino olje,227
Cookovi otoki,227
poslovna banka,227
socialna pomoč,227
uredba ES,226
inženir,225
plodovke,225
energent,225
protisubvencijski postopek,224
evropsko teritorialno sodelovanje,224
avtomobilska industrija,224
Benin,224
nihanje cen,224
priznavanje poklicnih kvalifikacij,223
stroški skladiščenja,223
domača proizvodnja,223
naravno vlakno,223
strupena snov,222
odpadno olje,221
kraj poslovanja,221
Madeira,220
poslanec Evropskega parlamenta,220
delfin,219
Rokavski preliv,219
kmetijska statistika,218
Sveti sedež,218
krmilni mehanizem,217
javna ustanova,217
babica,216
Sicilija,216
tuji kapital,216
kazensko pravo,215
jedrske raziskave,215
biologija,215
električni akumulator,215
vanadij,214
evropska šola,214
mednarodna konferenca,213
raba energije,213
spolno nasilje,213
spravni postopek,213
erozija,213
doplačilo,213
silos,213
duševno zdravje,212
mnenje Računskega sodišča,212
operacijski sistem,212
rž,211
razsvetljava,211
živalske maščobe,211
terapija,211
preprodajalec,211
povrnitev škode,211
plačilna sposobnost,211
osebni dokument,211
finančne potrebe,210
smrtna kazen,210
teritorialne vode,209
trgovinski odnosi,209
notar,208
signalna naprava,208
čebelarstvo,207
celotni ulov,207
narodnost,207
Brandenburg,207
elektroliza,207
lastna poraba,206
delegacija Komisije,206
prototip,206
lahko gospodarsko vozilo,206
mednarodni odnosi,206
pokroviteljstvo,206
Nikaragva,206
jajčni izdelek,205
dajatev z enakim učinkom,204
storitvene dejavnosti,204
Sierra Leone,204
Evropski varuh človekovih pravic,204
kompenzacijski znesek,204
zasebni kapital,204
Baden-Württemberg,203
subvencionirana obrestna mera,203
kartel,203
antimon,203
pristojnost sodišč,203
upravni nadzor,202
oprostitev carin,202
kovinski izdelek,202
upravno sodišče,201
nov izdelek,201
izvedbena direktiva,201
Evropska policijska akademija,201
rakotvorna snov,201
skupno izvajanje,200
kopalne vode,200
Alba,200
davek na nepremičnine,200
telekomunikacijska oprema,199
dopisovanje,198
muzej,198
dolgoročno posojilo,198
premogovništvo,198
Lombardija,198
državni praznik,197
vajenec,197
delavec migrant,197
avtomatizacija,197
otroška hrana,196
odnosi z javnostmi,196
alternativni investicijski sklad,196
lokalna uprava,195
življenjski standard,195
odkoščeno meso,195
disciplinski postopek,195
elektronska komponenta,194
rasizem,194
prizadeto območje,194
izum,194
Salomonovi otoki,194
kemični izdelek,194
Piemont,193
cena blaga,193
finančni protokol,193
glodalec,193
posvetovalni postopek,192
Jugovzhodna Azija,192
svoboda izražanja,192
Svet ministrov,191
preprečevanje nesreč,191
energetsko omrežje,191
prihodki od izvoza,191
Schleswig-Holstein,191
direktor družbe,190
tarifni preferencial,190
evropsko sodelovanje,190
nadzor uvoza,190
državna banka,190
prestolnica,190
upravna sankcija,190
denaturacija,190
območje proste trgovine,189
pasterizacija,189
vojni zločin,188
preprečevanje bolezni,188
Belize,187
barve in laki,187
poklicne izkušnje,187
pšenica durum,187
migracijski tok,187
Spodnja Saška,187
Stockholm,187
prosto gibanje oseb,186
davčna spodbuda,186
Republika Južna Afrika,186
kapitalska družba,186
Jersey,186
finančni sporazum,185
veleposlaništvo,185
ajda,185
Severna Amerika,185
financiranje pomoči,184
prodajalna,184
Papua Nova Gvineja,184
učitelj,184
proizvodna kvota,184
sprožitvena cena,184
gradbeni materiali,183
tuji državljan,183
Nemška demokratična republika,183
počitnice,182
belo vino,182
računalniško omrežje,182
meroslovje,182
pepelika,182
obratovalni stroški,182
ustanovitev družbe,182
bolezen rib,181
Evropska fundacija za usposabljanje,181
evropska družba,181
izvozni prelevman,181
elektronsko poslovanje,181
industrijsko območje,181
Južna Amerika,180
rok plačila,180
socialni dialog,180
razorožitev,179
električno vozilo,179
COST,179
odmor,179
sintetični kavčuk,178
Evropsko računsko sodišče,178
priznavanje diplom,178
kazenska evidenca,178
ožina,178
pisarniški stroji,176
Samoa,176
skupna strategija,176
soodločanje,176
nezmožnost za delo,175
Iasi,175
Posarje,175
rastlinske maščobe,175
temeljne raziskave,175
bančni sistem,174
ZSSR,174
državna meja,174
Falklandski otoki,173
alergija,173
Polinezija,173
svetovno gospodarstvo,173
velikost podjetja,173
pridobljena pravica,173
mlečna beljakovina,172
West Midlands,172
kerozin,172
Benečija,172
starševski dopust,172
Praga,172
prenehanje pogodbe,172
mnenje Evropske centralne banke,171
Saint Kitts in Nevis,171
Evropski azilni podporni urad,171
umetnost,170
mesečna plača,170
tritikala,169
glasba,169
poročilo s kmetijskega gospodarstva,169
lepenka,169
paketno potovanje,169
nadzor državnih pomoči,169
vrsta podjetja,169
Džibuti,168
zobozdravnik,168
naravno okolje,168
občutljivo območje,168
nadzor zdravil,167
borzna kotacija,167
javno mnenje,167
kakovost izdelka,167
kolkovina,166
socialno skrbstvo,165
Eritreja,165
Ceuta in Melilla,165
dovoljenje za bivanje,165
evropsko skupno podjetje,165
ovčje meso,165
Burkina Faso,165
Evropski ekonomsko-socialni odbor,164
ustanovitev podjetja,164
prosto gibanje delavcev,164
kmetijska zadruga,164
regionalno povezovanje,163
pečkato sadje,163
Francoska Polinezija,163
protimikrobna odpornost,163
onesnaževalo zraka,163
halogen,163
UNHCR,162
kvantitativna analiza,162
Gradiščanska,162
kakovost okolja,162
Agencija za evropski GNSS,162
ekonomska analiza,162
pripravljeno živilo,162
slovar,161
Meddržavno sodišče,161
sončnično olje,160
kožuhar,159
železniška postaja,159
Mednarodna organizacija civilnega letalstva,158
satelitska navigacija,158
promet s prepovedanimi drogami,158
srednjeročna finančna pomoč,158
nanotehnologija,158
morski sesalec,157
Ekonomsko-finančni odbor,157
Tonga,157
sisal,157
prestrukturiranje industrije,157
Lesoto,157
divjačina,157
prostorsko načrtovanje,157
prenos energije,156
mnenje Sveta,156
urna postavka,156
lahka industrija,156
terorizem,156
veterinarsko zdravilo,156
zapornik,156
svet delavcev,156
oskrba s plinom,155
monetarni sporazum,155
mednarodno humanitarno pravo,155
ksenofobija,155
brom,155
Turingija,155
rastlinstvo,154
pravna sposobnost,154
poklicno združenje,154
predčasna upokojitev,154
cena zemljišča,153
javna naložba,153
sezonski delavec,153
Coreper,153
lesni izdelek,153
redka bolezen,152
ukrep EU,152
živa rastlina,152
neprofitna organizacija,152
globokomorski ribolov,152
pravo družb,152
bančni stroški,151
porodniški dopust,151
vojaško osebje,151
življenjske razmere,150
Amsterdamska pogodba,150
nomenklatura kmetijskih proizvodov,150
poklicna pot,150
računalniška oprema,150
jabolčnik,150
gospodarska reforma,149
sončnica,149
konzulat,149
demokratizacija,149
ozon,148
konzerviran izdelek,148
referendum,148
berilij,148
širitev Evropske unije,148
omejevanje konkurence,148
prodaja na debelo,148
neposredni davek,148
varstvo voda,147
Evropski svet delavcev,147
stopnja izobrazbe,147
pomoč na hektar,147
razlastitev,147
žlahtni plin,147
Severno Porenje-Vestfalija,147
zidak,147
Barbados,147
socialna zakonodaja,146
obveščanje potrošnikov,146
tekstilna industrija,146
ESAE,146
vesoljska industrija,145
vinogradništvo,145
GATS,145
lesno vlakno,145
Svetovna carinska organizacija,144
davku podobna dajatev,144
ribiška mreža,144
nacionalizacija,144
manifest,143
prosti pretok kapitala,143
učno gradivo,143
življenjski stroški,143
Burundi,143
ilustracija,143
Frontex,142
spletna igra,142
tatvina,141
ček,141
merjenje hitrosti,141
kriminaliteta,140
liberalizacija trgovine,140
intervencijski odkup,140
poklicna etika,140
kunčje meso,140
uporaba pomoči,140
Brunej,140
Ustanovna listina Združenih narodov,140
zdravstvena ustanova,140
kemična spojina,140
predpristopna strategija,139
peticija,139
davčna napoved,139
FIUR,139
boj proti diskriminaciji,139
samozaposlitev,139
finančno sodelovanje,138
borzni posrednik,138
neplačano delo,137
tuji trg,137
vajeništvo,137
industrijska nesreča,137
medved,137
prenehanje delovnega razmerja,137
sporočilo za javnost,136
sekundarna zakonodaja,136
poslovna sposobnost,136
diskontiranje,135
Odbor veleposlanikov AKP-EU,135
osnovne potrebe,135
polnomastno mleko,135
gibljiva sredstva,135
Toskana,135
nizke gradnje,135
bruceloza,135
investicijski stroški,135
služba za zaposlovanje,135
mazivo,134
farmacevtska industrija,134
gostinstvo,134
Pogodba EGS,134
Bahami,134
sončna celica,134
toplotna izolacija,133
tropski les,133
finančna revizija,133
morski ribolov,133
mineralne surovine,133
volfram,133
odgovornost proizvajalca,133
otroško varstvo,133
hotelirstvo,133
vračilo davka,133
decentralizacija,132
usposabljanje na delovnem mestu,132
raba tal,132
oljarna,132
okrasni predmet,132
Irsko morje,132
starejši delavec,132
znanstveno sodelovanje,131
epidemiologija,131
zahodna Evropa,131
umor,131
biološka razgradljivost,131
financiranje podjetja,131
dostop do zaposlitve,131
skladiščna zmogljivost,131
pornografija,131
glava živine,130
Vanuatu,130
Reunion,130
atlas,130
plačljiva televizija,130
anorganska kislina,130
odhodki za poslovanje,129
konvencija ZN,129
začetni kapital,128
pomoč za zaposlovanje,128
EBRD,128
stopnja DDV,128
evropski patent,128
komercialni kredit,127
tehnološki postopek,127
zakisljevanje,127
lesni odpadki,127
dohodnina,126
obmejni delavec,126
kmetijski stroji,126
emisijski kupon,125
šolski prevoz,125
transfuzija,125
evropska konferenca,125
mešana družba,125
otrokove pravice,125
varstvo otrok,124
priprava proračuna,124
odprava carin,124
upravna pristojnost,123
izredni dopust,123
Navarra,123
Tihi ocean,123
pobiranje davka,123
Saint Vincent in Grenadine,123
posvojitev,123
prometna nesreča,123
kemični element,123
poimenovanje izdelka,122
trgovinski zakonik,122
zadružna banka,122
gospodinjski predmet,122
industrija sladkorja,122
poročilo odbora,122
veto,121
predhodni predlog proračuna,121
povračilo pomoči,121
toaletni izdelek,121
pogoji za dodelitev pomoči,120
komanditna družba,120
prodaja na daljavo,120
industrijski razvoj,120
otroška pornografija,120
terminski trg,120
dolgoročno financiranje,119
živalstvo,119
e-zdravje,119
potrošno blago,118
težko olje,118
kopenski promet,118
družbeni mediji,117
tehnologija z dvojno rabo,117
gospodarska recesija,117
Timor,117
bizmut,117
sadovnjak,117
neširjenje jedrskega orožja,117
geografska porazdelitev,117
trgovinsko sodelovanje,117
evropska regija,116
CENELEC,116
cena energije,116
industrijsko sodelovanje,115
filmska produkcija,115
industrijski odpadki,114
pomorsko pravo,114
zavarovanje za primer brezposelnosti,114
okoljski davek,114
panožni sporazum,114
zapis podatkov,113
cerkev,113
pediatrija,113
volk,113
izid glasovanja,113
zakonski stan,113
Grenada,113
pošta in telekomunikacije,112
založništvo,112
premirje,112
Marshallovi otoki,112
bruto nacionalni proizvod,112
Galicija,112
socialno stanovanje,112
finančni posel,112
oprema vozila,111
zdravstveni podatki,111
pomoč EU,111
energetske rastline,111
gradbeno dovoljenje,111
etnična skupina,111
ekonomska in socialna kohezija,111
cevovodni transport,111
invalidsko zavarovanje,110
evropska strategija zaposlovanja,110
osebni predmeti,110
evropsko podjetje,109
listna zelenjava,109
vzdrževani družinski član,109
zemeljski orešek,109
Evropska obrambna agencija,108
kmetijska struktura,108
ukrepi proti onesnaževanju,108
Haiti,108
rdeče vino,108
Guadeloupe,108
Pogodba ESAE,107
socialni transferji,107
staranje prebivalstva,107
finančna analiza,107
preživninska obveznost,107
ciklon,107
storitve splošnega pomena,107
sodna preiskava,107
delegirana direktiva,107
Cariforum,107
Saint Pierre in Miquelon,106
regionalni trg,106
svoboda združevanja,106
finančni predpis,106
delavska stranka,106
potrošniški kredit,106
Maldivi,106
Vzhodni Timor,106
Kajmanski otoki,106
uporaba zakona,105
lekarna,105
stavbno zemljišče,105
Kanalski otoki,105
Dominika,105
Umbrija,105
civilno osebje,104
Curaçao,104
listavec,104
ozaveščanje javnosti,104
sladkovodna riba,104
kriptografija,104
kulturna prireditev,104
medicina dela,104
severni jelen,103
časovni zakup,103
obdavčljivi dohodek,103
Agencija za oskrbo Euratom,102
jamstveni prag,102
nacionalno gospodarstvo,102
predelava pod carinskim nadzorom,102
Rioja,102
organsko gnojilo,102
Evropska vesoljska agencija,101
jedrski poskus,101
obdelava informacij,101
bovina spongiformna encefalopatija,101
Organ za reševanje sporov,101
trgovinska družba,101
enako plačilo,101
ponudba za prevzem,101
Bali,100
obmejni promet,100
brezposelnost mladih,100
socialni stroški,100
mobilna komunikacija,99
primerjalno oglaševanje,99
ustavitev plačil,99
Molise,99
IATA,99
tip tal,99
promet podjetja,99
Kalabrija,98
politični zapornik,98
pravice posameznika,98
lokalno omrežje,98
Kiribati,98
zmanjšanje dolga,98
Center za razvoj podjetništva,98
olimpijske igre,98
komisija ZN,97
liberalizacija trga,97
nizkocenovni letalski prevoznik,97
Sveta Helena,97
izvozna pomoč,97
protidampinška carina,96
ribiška politika,96
gozdna površina,95
pristojnost odločanja,95
pogodba o delu,95
poprodajne storitve,95
javne dobrine,95
rokopis,95
tiskovna agencija,95
gospodarske posledice,94
svobodna konkurenca,94
uprava podjetja,94
pravni svetovalec,94
vodni ekosistem,94
skupna ribiška politika,94
Antigva in Barbuda,94
aromatizirano vino,94
Lacij,93
islam,93
pristop k sporazumu,93
država z največjimi ugodnostmi,93
Svet Evrope,93
energetska tehnologija,93
analiza informacij,93
finančno načrtovanje,93
varstvo gozdov,93
Wassenaarski sporazum,92
raba voda,92
program EU,92
vodilni delavci,92
jedrska fuzija,92
barvna kovina,92
Alentejo,92
financiranje izvoza,92
regija glavnega mesta Bruselj,92
opcijska pogodba,91
načelo vzajemnega priznavanja,91
pogodbena odgovornost,91
javna izjava,91
izmensko delo,91
tuje podjetje,91
anorganska spojina,91
gospodarska pomoč,91
Britanski Deviški otoki,90
podaljšanje sporazuma,90
shema enotnega plačila,90
športna prireditev,90
pomoč žrtvam,90
uvozni prelevman,90
obvezno zdravstveno zavarovanje,90
Riga,89
sodni pregon,89
izobraževanje odraslih,89
gradnja cest,89
registracija vozila,89
evtrofikacija,89
kovinski odpadki,88
pravice žensk,88
toksikologija,88
izvršitev sodne odločbe,88
evropska listina,88
konjsko meso,88
proračunski primanjkljaj,88
sporazum o specializaciji,88
jedrska tehnologija,88
ribiško ladjevje,87
sporazum med podjetji,87
srednješolsko izobraževanje,87
krmna pesa,87
podmornica,87
uporaba informacijske tehnologije,87
gospodarska javna služba,86
koruzno olje,86
okoljski stroški,86
trgovsko podjetje,86
elektronski dokument,86
jeklena konstrukcija,86
Mikronezija,86
ribiško pristanišče,86
pravdni postopek,86
opica,86
tarifno znižanje,85
splošni preferenciali,85
Flandrija,85
kulturno sodelovanje,85
Martinik,85
gospodarski kazalec,85
Andaluzija,85
Aruba,85
kazenska odgovornost,85
Guernsey,84
barža,84
znak kakovosti,84
letalska industrija,84
predsednik Evropskega sveta,84
ASEAN,84
topljeni sir,84
svoboda gibanja,84
civilno pravo,84
Unesco,84
Jadransko morje,84
vodna rastlina,83
Kreta,83
perutninarstvo,83
predsednik parlamenta,83
onesnaževanje vode,83
delavka,83
pravo EU,83
nizek dohodek,83
Evropski mehanizem za stabilnost,83
izboljšanje proizvodnje,83
ljudska banka,83
davek na kapital,83
sodna oblast,83
vzhodno partnerstvo,82
zdravstvena služba,82
blagovna borza,82
gospodinjski odpadki,82
politični aktivist,82
nacionalni izvedbeni ukrep,82
Rdeči križ,82
državni udar,82
popis prebivalstva,82
generalni sekretar ZN,82
olajševalna okoliščina,82
proizvodni dejavnik,82
regionalna statistika,82
sistem zdravstvenega varstva,82
dvostranski odnosi,82
amandma,82
parlamentarna skupščina,81
tiskarstvo,81
suša,81
prenos kapitala,81
konzumno mleko,81
trajnostno ribištvo,81
športna oprema,81
poskusi na živalih,80
Oceanija,80
pravna in poslovna sposobnost,80
industrija pijač,80
delitev pristojnosti,80
tehnološka sprememba,80
sprejetje proračuna,80
obseg poslovanja,79
podzemna železnica,79
poklicna tajnost,79
črpanje nafte,79
druge gospodarske dejavnosti,79
pomorska kabotaža,79
rabljeno blago,78
upravna pritožba,78
Katalonija,78
civilni zakonik,78
svinjska mast,78
optika,78
devizni trg,78
stroški za plače,77
industrijsko podjetje,77
ribolovne pravice,77
varstvo pri delu,77
administrativna cena,77
menza,77
tele,77
Saška-Anhalt,76
krmna žita,76
Porenje-Pfalz,76
nujna medicinska pomoč,76
informacijsko omrežje,76
davčna utaja,76
pristaniška uprava,76
materino mleko,76
Usmerjevalni oddelek EKUJS,76
bančna vloga,76
pospeševanje prodaje,76
tuji jezik,76
nepremično premoženje,76
minimalna plača,76
država euroobmočja,75
poslovni račun,75
industrijska oprema,75
osebna družba,75
Marke,75
osebno orožje,74
Bermudi,74
Kantabrija,74
stopnja financiranja,74
svobodni poklic,74
Severna Afrika,74
Vojaški odbor Evropske unije,74
Eureka,74
prodajni avtomat,74
financiranje proračuna,74
pletenine,74
načrt financiranja,74
davek od premoženja,74
musliman,73
dejavnost EU,73
ladijska zastava,73
Evropski monetarni inštitut,73
biološki proces,73
kmetijsko svetovanje,73
diplomatsko predstavništvo,73
sveža riba,73
postopek sodelovanja,73
uradna statistika,73
sončni kolektor,73
čista tehnologija,72
orientacijska cena,72
pričanje,72
uporabne raziskave,72
kmetijsko območje,72
nacionalno financiranje,72
mednarodna konkurenca,72
posebni zakonodajni postopek,72
dajatev za sladkor,72
lastna cena,72
trgovski posel,71
pomoč pri prodaji,71
večstranski nadzor,71
starejša oseba,71
vojaško sodišče,71
dehidracija,71
carinska nomenklatura,71
politična usmeritev,71
tožba pred sodiščem,71
organska kislina,70
udeležba žensk,70
pravica do obveščenosti,70
neplačani dopust,70
žitna moka,70
kreditna zadruga,70
državljan EU,70
parlamentarne volitve,70
arbitražna klavzula,70
splošna medicina,70
CCD,70
cena prevoza,70
okoljska politika,70
kulturna dobrina,70
zvočna izolacija,70
vodenje projekta,70
regionalne in lokalne oblasti,69
pisarniški material,69
slabo vreme,69
telekonferenca,69
bioenergija,69
trgovski zastopnik,69
plastifikator,69
obrobna regija,69
distribucija energije,69
povračilo carin,69
Palau,69
geotermalna energija,68
evropsko državljanstvo,68
svoboda tiska,68
trgovinska statistika,68
civilnopravna odgovornost,68
kadrovske zadeve,68
stekleničenje,68
poletni čas,68
aromat,68
nacionalni prevoz,68
prometna politika,68
mednarodna varnost,68
zbornik,68
poenostavitev zakonodaje,67
socialni učinki,67
športni objekt,67
organizacija delodajalcev,67
morska riba,67
Generalna skupščina ZN,67
borza vrednostnih papirjev,67
cenovni prag,67
digitalna tehnologija,67
lupinasto sadje,66
alternativno reševanje sporov,66
Ligurija,66
zamrznitev cen,66
javna infrastruktura,66
načelo pravne varnosti,66
samofinanciranje,66
obče pravo,66
lesno oglje,65
vojaška misija EU,65
prašna metalurgija,65
legitimnost,65
vojaško usposabljanje,65
železarska in jeklarska industrija,65
izkoriščanje virov,65
tekstilni stroj,65
komasacija,65
rebalans proračuna,65
cena FOB,65
kmetijska politika,65
nočno delo,65
blato iz čistilnih naprav,65
Daljni vzhod,64
cenovni razpon,64
politične pravice,64
Apulija,64
ponarejanje denarja,64
trajnostno kmetijstvo,64
politična reforma,64
vodeni izstrelek,64
vrečar,64
volilna kampanja,64
Baskija,64
regionalne razlike,64
mikrokredit,64
delitev trga,63
Saint-Barthélemy,63
tobačna industrija,63
industrijska rastlina,63
mehanizem deviznih tečajev,63
vojaško letalstvo,63
carinski tranzit,63
statut poslancev,63
regionalna oblast,63
finančna statistika,62
Skupnost neodvisnih držav,62
predkupna pravica,62
usklajevanje pomoči,62
državni monopol,62
nepremičninski trg,62
zakladna menica,62
protokol o sladkorju,62
Satelitski center Evropske unije,62
mestni promet,62
zgornji dom,62
upravljanje voda,61
dvižne naprave,61
industrializacija,61
prenos pristojnosti,61
upravna formalnost,61
premija za izkrčitev,61
institucionalna reforma,61
Evropska agencija za obnovo,61
neodvisnost sodstva,61
državljanske pravice,60
tovorno plovilo,60
mednarodno zasebno pravo,60
živilski dodatek,60
prehranjevalne navade,60
zahodna Afrika,60
svetovna proizvodnja,60
obremenitev s hrupom,60
zunajzakonska skupnost,60
zajamčena cena,60
vladanje,59
diskriminacija na podlagi državljanstva,59
pristopna pogajanja,59
vinifikacija,59
čezmejno onesnaževanje,59
Magreb,59
davčni sporazum,59
socialne pravice,59
diplomatski odnosi,59
geografski informacijski sistem,59
uporaba jezikov,59
politično sodelovanje,59
države OECD,59
transportno zavarovanje,59
zalivske države,58
ohranjanje miru,58
strokovni sodelavec,58
Urugvajski krog pogajanj,58
strukturno prilagajanje,58
samohranilec,58
vladni program,58
okvir podpore Skupnosti,57
nadomestni izdelek,57
dvojna obdavčitev,57
ergonomija,57
čezmorsko ozemlje,57
glasbeni instrument,57
farmakologija,57
Odbor za razvojno pomoč,57
večjezičnost,57
gospodarsko sodišče,57
inteligentni prometni sistem,57
notranja trgovina,57
prenos lastninske pravice,57
sledna pravica,56
spolnost,56
kronična bolezen,56
slana voda,56
telegraf,56
aids,56
evropska zadruga,56
trajnostno gospodarjenje z gozdovi,56
vesoljska tehnologija,56
estuarij,56
meteorologija,56
zdravilna rastlina,56
podsaharska Afrika,55
športni ribolov,55
odpoved sporazuma,55
lokalni davek,55
izvozna omejitev,55
parkirnina,55
Aragonija,55
Java,55
dragi kamni,55
geologija,55
mobilnost delovne sile,55
postopek soodločanja,55
pozidano območje,55
pasivna volilna pravica,55
kolektivna pogajanja,54
višji vodstveni delavci,54
pisno vprašanje,54
naftna industrija,54
mednarodna pomoč,54
lokalne volitve,54
sestavljeni materiali,54
izvoz odpadkov,54
absolutna večina,54
pravice manjšin,54
sporazum AKP-EU,54
zarodna celica,54
trgovinska politika,54
prekladanje,54
parlamentarni nadzor,54
iskalnik,53
izvršilno pooblastilo,53
mlad človek,53
mehanizem čistega razvoja,53
socialna infrastruktura,53
minimalna zaloga,53
omejitev trženja,53
molzni stroj,53
dodatne ugodnosti,53
gramofonska plošča,53
prenos proračunskih sredstev,52
pobuda EU,52
davčno pravo,52
Wallis in Futuna,52
oblikovanje izdelka,52
pariteta kupne moči,52
sodelovanje v kmetijstvu,52
fizični delavec,52
sveža zelenjava,52
stroški posojila,52
Alzacija,52
Angvila,52
promptni trg,52
avdiovizualna produkcija,52
gozdni nasad,51
odvzem pravic,51
mednarodno sodišče,51
parlamentarno vprašanje,51
Abruci,51
medpanožni sporazum,51
uporabnina za infrastrukturo,51
boj proti kriminalu,51
dohodek gospodinjstva,51
vodno gospodarstvo,51
Zahodnoevropska unija,51
polarno območje,51
trgovina znotraj EU,51
gradbeni stroški,51
odvisno ozemlje,51
Podlaško  vojvodstvo,51
regionalna politika,50
osnovnošolsko izobraževanje,50
ulov po vrstah,50
kemično gnojilo,50
denarna podpora,50
galanterija,50
šolnina,50
kondenzirano mleko,50
telematika,50
sodna poravnava,50
sodelovanje na področju izobraževanja,50
železova ruda,50
supermarket,50
pravica do odgovora,50
način pridelave,49
sedež institucije,49
osip,49
regionalna država,49
gospodarska stabilizacija,49
neosvinčen bencin,49
kratkoročno financiranje,49
sozavarovanje,49
kampiranje,49
tajno glasovanje,49
institucionalna struktura,49
razveza zakonske zveze,49
nadura,49
samooskrba,49
odvodnjavanje,49
prenašalec bolezni,49
zavarovalnina,49
sladkorna bolezen,48
registrirana znamka,48
rudar,48
tehnično pravilo,48
socialna struktura,48
resolucija parlamenta,48
TAB,48
urbanizacija,48
biološko orožje,48
petrokemija,48
rastlinstvo in živalstvo,48
konvergenčno merilo,48
gradbena oprema,48
umetna osemenitev,48
trajnostna mobilnost,48
Karibi,48
onesnaženo območje,47
avdiovizualni program,47
obratovalni čas,47
Koroška,47
državno tožilstvo,47
obalni ribolov,47
Saba,47
pokopališče,47
kazenski zakonik,47
recikliranje odpadkov,47
investicijska pomoč,47
upravna reforma,47
knjigarna,47
ribji izdelek,47
preferencial Skupnosti,47
nepovratna pomoč,47
satelitske komunikacije,47
Otoki Turks in Caicos,46
okoljska odgovornost,46
izogibanje plačilu davka,46
pravična trgovina,46
električni gospodinjski aparat,46
biokemija,46
sanitarna oprema,46
bivolje meso,46
bančno nakazilo,46
kmetijske raziskave,46
kmetijska produktivnost,46
osnovno izobraževanje,46
posojilo EIB,46
pogodbeno zaposleni,46
cena kmetijskih proizvodov,45
učenje na daljavo,45
gospodarska napoved,45
nacionalni davek,45
mestni prevoz,45
volilni imenik,45
davčni nadzor,45
