Term,Freq
financial agreement,2578
financial aid,2579
financial analysis,2580
financial audit,2581
financial autonomy,2582
financial compensation of an agreement,2583
financial control,2584
financial cooperation,2585
financial derivative,2586
financial equalisation,2587
financial institution,2588
financial instrument,2589
financial interests of members,2590
financial intervention,2591
financial legislation,2592
financial loss,2593
financial management,2594
financial market,2595
financial occupation,2596
financial planning,2597
financial policy,2598
financial protocol,2599
financial regulation,2600
financial requirements,2601
financial risk,2602
financial services,2603
financial situation,2604
financial solvency,2605
financial stability,2606
financial statistics,2607
financial supervision,2608
financial transaction,2609
financial year,2610
financing,2611
financing level,2612
financing method,2613
financing of aid,2614
financing plan,2616
financing policy,2617
fine,2618
fine arts,2619
fire,2621
firearms and munitions,2622
fire protection,2623
fireworks,2624
firm governed by commercial law,2625
first aid,2626
first job,2627
fiscal court,2631
fiscal monopoly,2632
fiscal policy,2633
fish,2634
fish disease,2635
fisheries policy,2636
fisheries structure,2637
fisherman,2638
fishery management,2639
fishery produce,2640
fishery product,2641
fishery research,2642
fishery resources,2643
fish farming,2644
fishing agreement,2645
fishing area,2646
fishing controls,2647
fishing fleet,2648
fishing grounds,2649
fishing industry,2650
fishing licence,2651
fishing net,2652
fishing permit,2653
fishing port,2654
fishing regulations,2655
fishing revenue,2656
fishing rights,2657
fishing season,2658
fishing statistics,2659
fishing vessel,2660
fish oil,2661
fish product,2662
fixed party list,2663
fixing of prices,2664
flag,2665
flag of convenience,2666
flat product,2668
flat-rate tax,2669
flavoured wine,2670
flavouring,2671
flax,2672
flexible working hours,2675
floating rate,2676
flood,2677
floor coverings,2678
floriculture,2679
flour milling,2680
fluctuation margin,2681
fluorine,2682
fodder,2683
fodder beet,2684
fodder cereals,2685
fodder plant,2687
food additive,2688
food aid,2689
food-borne disease,2691
food cereals,2692
food chemistry,2693
food colouring,2694
food consumption,2695
food contamination,2696
food control,2697
food emulsifier,2698
food expenditure,2699
food fat,2700
food hygiene,2701
food industry,2702
food inspection,2703
food poisoning,2704
food policy,2705
food preserving,2706
food price,2707
food processing,2708
food production,2709
food resources,2710
food safety,2711
food security,2712
food shortage,2713
food standard,2714
foodstuff,2715
foodstuffs legislation,2716
food substitute,2717
food supplement,2718
food technology,2719
food waste,2720
foot-and-mouth disease,2721
footwear industry,2722
forced disappearance,2723
forced marriage,2724
forced migration,2725
force reduction,2726
forces abroad,2727
foreign aid,2728
foreign capital,2729
foreign currency,2730
foreign enterprise,2731
foreign exchange market,2732
foreign-exchange reserves,2733
foreign investment,2734
foreign language,2735
foreign market,2736
foreign national,2737
foreign policy,2738
foreign student,2739
foreign tourism,2740
foreign trade,2741
forensic medicine,2742
forest,2743
forest certification,2744
forest conservation,2745
forest plantation,2746
forestry development,2748
forestry economics,2749
forestry group,2750
forestry holding,2751
forestry legislation,2752
forestry policy,2753
forestry property,2754
forestry research,2755
forestry statistics,2756
forgery of documents,2757
form,2758
formation of a party,2759
former socialist countries,2761
forum,2766
forward studies,2767
fossil fuel,2768
foundation,2769
framework agreement,2772
framework decision,2773
franchising,2777
fraud,2779
free-at-frontier price,2783
free circulation,2784
free competition,2785
free credit,2786
freedom of assembly,2787
freedom of association,2788
freedom of communication,2789
freedom of expression,2790
freedom of movement,2791
freedom of navigation,2792
freedom of opinion,2793
freedom of religious beliefs,2794
freedom of the press,2796
freedom of the seas,2797
freedom of trade,2799
freedom to provide services,2800
freedom to work,2801
free education,2802
free medical care,2803
free movement of goods,2805
free movement of persons,2806
free movement of programmes,2807
free movement of workers,2808
free price,2810
free-range farming,2811
free service,2812
free-trade agreement,2813
free-trade area,2814
freeze-dried product,2816
freeze-drying,2817
freezing,2818
free zone,2819
freight rate,2820
fresh cheese,2829
fresh fish,2830
fresh fruit,2831
fresh meat,2832
fresh product,2833
fresh vegetable,2834
freshwater,2835
freshwater ecosystem,2836
freshwater fish,2837
freshwater fishing,2838
fringe benefit,2841
frontier,2844
frontier migration,2845
frontier region,2846
frontier worker,2847
frozen product,2848
fruit,2849
fruit juice,2851
fruit product,2852
fruit vegetable,2853
fuel,2854
fuel cell,2855
fuel enrichment,2856
fuel oil,2857
fuel reprocessing,2858
fuel tax,2859
fuel wood,2860
full-time employment,2862
functional food,2863
fundamental particle,2865
fur-bearing animal,2867
furnace,2868
furniture industry,2869
futures market,2870
game animal,2879
game meat,2880
game of chance,2881
gaming,2882
gaming establishment,2883
gas,2884
gas appliance,2885
gas field,2886
gas industry,2887
gas pipeline,2889
gas supply,2890
gastrointestinal disease,2891
gelatine,2896
gender identity,2899
gender reassignment,2901
general budget,2902
general education,2905
generalised preferences,2906
general legal principle,2907
general mechanical engineering,2908
general medicine,2909
generation renewal,2910
generic drug,2911
genetically modified organism,2912
genetic database,2913
genetic engineering,2914
genetics,2915
geochemistry,2916
geodesy,2917
geographical distribution,2918
geographical distribution of the population,2919
geographical information system,2920
geographical mobility,2921
geography,2922
geology,2923
geomorphology,2924
geophysical environment,2925
geophysics,2926
geopolitics,2927
geothermal energy,2929
gift,2936
glass,2939
glass fibre,2940
glasshouse cultivation,2941
glass industry,2942
globalisation,2943
global warming,2944
glucose,2945
goat,2947
goatmeat,2948
goats’ milk cheese,2949
gold,2950
goods and services,2953
goodwill,2954
governance,2959
government,2960
government bill,2961
government policy,2963
government programme,2964
government statement,2965
grande école,2967
grape,2969
graphic illustration,2970
grassland,2971
green area,2977
green economy,2978
greenhouse effect,2979
greenhouse gas,2980
grey literature,2983
gross domestic product,2986
gross national product,2987
gross regional product,2988
ground handling,2989
groundnut,2990
groundnut oil,2991
ground staff,2992
groundwater,2993
group farming,2994
grouping of farms,2995
group of companies,2997
group travel,3001
growth point,3002
grubbing premium,3003
guarantee,3006
guaranteed income,3007
guaranteed minimum price,3008
guaranteed price,3009
guarantee threshold,3010
guardianship,3011
guide,3014
guided missile,3015
guide price,3016
gulf,3019
gynaecology,3023
haberdashery,3024
habitat,3025
hairdressing and beauty care,3026
halogen,3029
handicrafts,3031
handling,3032
hand tool,3033
harassment at work,3034
harbour installation,3035
hard cheese,3036
hard energy,3037
harmful plant,3039
harmonisation law,3040
harmonisation of prices,3041
harmonisation of standards,3042
harmonisation of weapons,3043
harvest,3044
harvester,3045
hazardous waste,3050
head of agricultural holding,3053
head office,3054
head of government,3055
head of household,3056
health aid,3058
health card,3059
health care,3060
health care profession,3061
health care system,3062
health certificate,3063
health control,3064
health costs,3065
health education,3066
health expenditure,3067
health insurance,3068
health legislation,3069
health policy,3070
health risk,3071
health service,3072
health statistics,3073
heating,3074
heat pump,3075
heat-resisting materials,3076
heavy industry,3077
heavy metal,3078
heavy oil,3079
hedge funds,3081
heifer,3082
helicopter,3083
help desk,3084
help for victims,3085
hemp,3086
herbicide,3088
herd conversion,3089
heritage protection,3090
hidden unemployment,3092
hides and furskins industry,3093
high-definition television,3094
higher court,3095
higher education,3096
high forest,3097
high-speed transport,3100
highway code,3101
hill farming,3102
hinge party,3106
hire purchase,3108
hiring,3109
histology,3110
historical account,3111
historical figure,3112
historical geography,3113
historic site,3114
history,3115
history of law,3117
hoisting equipment,3119
holding company,3120
holding of two jobs,3121
holiday,3122
home care,3125
home computing,3126
home education,3127
home help,3128
homeopathic product,3130
home working,3131
homogenised milk,3133
honey,3135
honour,3137
hops,3139
horizontal agreement,3140
hormone,3141
horsemeat,3143
horticulture,3144
hospitalisation,3146
hospital waste,3147
hotel industry,3148
hotel profession,3149
hourly wage,3150
household,3151
household article,3152
household budget,3153
household consumption,3154
household income,3156
housekeeping economy,3157
housewife,3158
housing,3159
housing allocation,3160
housing cooperative,3161
housing law,3162
housing need,3163
housing policy,3164
human cloning,3167
human development,3168
human geography,3169
humanitarian aid,3171
human nutrition,3172
human relations,3173
human rights,3174
human rights movement,3175
humid zone,3176
hunger,3179
hunger strike,3180
hunting,3181
hunting regulations,3182
hydraulic energy,3183
hydraulic machinery,3184
hydraulic works,3185
hydrocarbon,3186
hydroelectric development,3187
hydroelectric power,3188
hydrogen,3189
hydrogen production,3190
hydrogeology,3191
hydrology,3192
hypertext,3195
ice,3199
identity document,3203
identity theft,3204
illegal abortion,3207
illegal building,3208
illegal migration,3209
illegal restraint,3210
illicit trade,3211
illness,3213
image,3214
immigration,3215
immunology,3216
impact of advertising,3217
impact of information technology,3218
impact study,3219
implementation of the budget,3221
implementing decision,3222
implementing directive,3223
import,3225
import credit,3227
import levy,3228
import licence,3229
import monopoly,3230
import policy,3231
import price,3232
import refund,3233
import restriction,3234
import substitution,3235
import tax,3236
imposed price,3237
imprisonment,3238
improvement of housing,3239
incapacity for work,3241
incendiary weapon,3242
inclusion in the budget,3243
income,3244
income in addition to normal pay,3245
incomes policy,3246
income stabilisation,3247
incompatibility,3248
incorporation,3249
increase in production,3251
indebtedness,3253
indemnification,3254
indemnity insurance,3255
independence of the disabled,3256
independence of the judiciary,3257
independent retailer,3258
indigenous population,3261
indirect election,3262
indirect tax,3263
indoor livestock farming,3265
industrial accident,3266
industrial building,3267
industrial capital,3268
industrial chemistry,3269
industrial concentration,3270
industrial conversion,3271
industrial cooperation,3272
industrial counterfeiting,3273
industrial credit,3274
industrial data processing,3275
industrial development,3276
industrial economy,3277
industrial electric machinery,3278
industrial enterprise,3279
industrial equipment,3280
industrial espionage,3281
industrial fat,3282
industrial financing,3283
industrial fishing,3284
industrial free zone,3285
industrial hazard,3286
industrial infrastructure,3287
industrial integration,3288
industrial investment,3289
industrialisation,3290
industrial manufacturing,3292
industrial operating licence,3293
industrial planning,3294
industrial plant,3295
industrial plot,3296
industrial policy,3297
industrial pollution,3298
industrial price,3299
industrial product,3300
industrial production,3301
industrial project,3302
industrial property,3303
industrial region,3304
industrial reorganisation,3305
industrial research,3306
industrial restructuring,3307
industrial revolution,3308
industrial secret,3310
industrial sociology,3311
industrial statistics,3312
industrial structures,3313
industrial waste,3314
infancy,3316
infant mortality,3317
infectious disease,3318
inflammable product,3319
inflation,3320
information,3321
information analysis,3322
information centre,3323
information highway,3324
information industry,3325
information medium,3326
information network,3327
information policy,3328
information processing,3329
information profession,3330
information science,3331
information security,3332
information service,3333
information society,3334
information storage,3335
information storage and retrieval,3336
information system,3337
information technology,3338
information technology applications,3339
information technology industry,3340
information technology profession,3341
information technology user,3342
information user,3343
information warfare,3344
ingot,3347
inheritance,3348
injunction,3349
inland transport,3350
inland waters,3351
inland waterway,3352
inland waterway fleet,3353
inland waterway shipping,3354
inland waterway transport,3355
innovation,3356
inorganic acid,3357
inorganic chemical product,3358
input-output analysis,3359
insect,3360
insecticide,3361
in-service training,3362
inshore fishing,3363
inshore grounds,3364
installation allowance,3366
instant product,3367
institutional activity,3369
institutional agreement,3370
institutional cooperation,3372
institutional reform,3373
institutional structure,3374
insulator,3377
insurance,3378
insurance claim,3379
insurance company,3380
insurance contract,3381
insurance indemnity,3382
insurance law,3383
insurance occupation,3384
insurance premium,3385
insured risk,3386
intangible asset,3387
integrated development,3388
integrated development programme,3389
integrated maritime policy,3390
integrated trade,3392
integration into employment,3393
integration of migrants,3394
integration of the disabled,3395
intellectual,3396
intellectual capital,3397
intellectual property,3398
intelligent transport system,3399
intensive farming,3400
intensive livestock farming,3401
interactive network,3402
interactivity,3404
interbank market,3407
inter-company agreement,3408
inter-company cooperation,3409
intercontinental missile,3410
intercontinental transport,3411
interest,3412
interest group,3413
interest in bringing an action,3414
interest rate subsidy,3415
interference,3416
intergovernmental legal instrument,3420
interinstitutional relations,3426
intermediate consumption,3428
intermediate goods,3429
intermediate technology,3430
internal law of religions,3432
internal migration,3433
international adoption,3434
international affairs,3435
international agreement,3436
international aid,3437
international arbitration,3439
international cartel,3443
international charter,3446
international civil servant,3448
international civil service,3449
international commercial arbitration,3450
international competition,3451
international conference,3452
international conflict,3453
international convention,3454
international cooperation,3455
international court,3456
international credit,3458
international criminal law,3460
international currency,3462
international dispute,3464
international division of labour,3465
international economic law,3466
international finance,3469
international humanitarian law,3472
international human rights law,3473
international instrument,3475
international investment,3476
international issue,3477
international labour law,3479
international law,3482
international liquidity,3484
international loan,3485
international market,3487
international meeting,3488
international merger,3489
international monetary system,3491
international negotiations,3493
international organisation,3494
international payment,3496
international relations,3497
international responsibility,3499
international road transport,3500
international sanctions,3501
international school,3502
international security,3503
international standard,3505
international statistics,3506
international tariff,3507
international tax law,3508
international trade,3510
international trade law,3512
international transport,3514
international voluntary worker,3515
international waters,3516
international waterway,3517
inter-parliamentary cooperation,3523
interparliamentary delegation,3524
interparliamentary relations,3525
interpretation of the law,3528
interpreting,3529
interprofessional agreement,3530
interurban migration,3532
intervention agency,3533
intervention buying,3534
intervention policy,3535
intervention price,3536
intervention stock,3537
intra-company collective agreement,3538
intranet,3543
invalid ballot paper,3545
invalidity of an election,3546
invention,3548
investment,3549
investment abroad,3550
investment aid,3551
investment bank,3552
investment company,3553
investment cost,3554
investment income,3555
investment loan,3556
investment policy,3557
investment project,3558
investment promotion,3559
investment protection,3560
investment transaction,3561
invisible trade balance,3562
invitation to tender,3563
invoicing,3564
inward processing,3565
iodine,3566
ionising radiation,3569
iron,3575
iron and steel industry,3576
iron and steel product,3577
ironmongery,3579
iron ore,3580
iron product,3581
irradiated fuel,3582
irradiated product,3583
irradiation,3584
irrigated agriculture,3585
irrigation,3586
island,3591
island region,3592
isoglucose,3595
issue of securities,3598
issuing of currency,3599
itinerant trade,3601
job access,3609
job application,3610
job creation,3611
job cuts,3612
job description,3613
job mobility,3614
job preservation,3615
job satisfaction,3616
job security,3617
job sharing,3618
job vacancy,3619
joinery,3620
joint action,3621
joint authority,3622
joint competence,3626
joint implementation,3628
joint ownership,3629
joint subsidiary,3631
joint venture,3632
judge,3636
judicial cooperation,3638
judicial inquiry,3641
judicial investigation,3642
judicial power,3643
judicial proceedings,3644
judicial reform,3645
judicial review,3646
judicial separation,3647
jurisdiction,3648
jurisdiction ratione materiae,3649
jute,3650
juvenile court,3651
juvenile delinquency,3652
karst area,3658
kidney disease,3664
kitchen garden,3666
knitted and crocheted goods,3668
know-how,3669
knowledge economy,3670
knowledge management,3671
labelling,3684
labour code,3685
labour dispute,3686
labour economics,3687
labour flexibility,3688
labour force,3689
labour inspectorate,3690
labour law,3691
labour market,3692
labour mobility,3693
labour relations,3695
labour shortage,3696
labour standard,3697
labour tribunal,3698
lactose,3699
lake,3701
land and buildings,3702
land bank,3703
land forces,3704
land mobility,3706
land policies,3707
land productivity,3708
land reform,3709
land register,3710
land restructuring,3711
land transport,3712
land use,3713
language,3714
language policy,3715
language skills,3716
language teaching,3717
lard,3721
large business,3722
large family,3723
large holding,3724
large-scale construction,3725
large vehicle,3726
laser physics,3727
laser weapon,3728
launch facility,3736
launching of a product,3737
launch vehicle,3738
law of banking,3739
law of obligations,3740
law of outer space,3741
law of the sea,3744
law of war,3745
law on negotiable instruments,3746
law relating to information,3747
law relating to prisons,3748
lawyer,3749
laying poultry,3750
lay magistrate,3751
lead,3752
leader of the opposition,3753
leaf vegetable,3755
learning,3756
learning technique,3757
lease,3758
least-developed country,3759
leather,3760
leather industry,3761
leave for political activities,3762
leave on social grounds,3763
legal action,3767
legal adviser,3768
legal aid,3769
legal basis,3770
legal capacity,3771
legal code,3772
legal cooperation,3773
legal data processing,3774
legal deposit,3775
legal doctrine,3776
legal domicile,3777
legal expenses,3778
legal hearing,3779
legality,3780
legal methodology,3781
legal person,3782
legal process,3783
legal profession,3784
legal rule,3785
legal science,3786
legal status,3787
legal system,3788
legal working time,3789
legislation,3790
legislative drafting,3792
legislative initiative,3794
legislative period,3795
legislative power,3796
legislative procedure,3797
legitimacy,3799
leisure,3802
leisure park,3803
length of journey,3804
length of lease,3805
length of studies,3806
less-favoured agricultural area,3809
less-favoured region,3810
level of education,3811
liability,3812
liberalisation of the market,3814
liberalisation of trade,3815
liberal profession,3818
library,3821
life assurance,3824
life expectancy,3825
life sciences,3826
lift,3827
light-duty vehicle,3828
light industry,3829
lighting,3830
lighting equipment,3831
lignite,3832
limitation of legal proceedings,3836
limited circulation,3837
limited partnership,3838
linguistic discrimination,3840
linguistic group,3841
linguistics,3842
liqueur,3843
liquidation,3844
liquidity control,3845
list voting system,3847
literary and artistic property,3848
literary profession,3849
literature,3850
littoral,3853
live animal,3854
live poultry,3855
livestock,3856
livestock farming,3857
livestock unit,3858
living conditions,3859
living language,3860
living plant,3861
load,3863
loan,3864
local access to the law,3865
local area network,3866
local authority,3867
local authority finances,3868
local budget,3869
local election,3870
local employment initiative,3871
local government,3872
local legislation,3873
local media,3874
local pollution,3875
local tax,3876
local wine,3877
location of industry,3878
location of production,3879
logistics,3882
long-term care,3887
long-term credit,3888
long-term financing,3889
long-term forecast,3890
long-term unemployment,3891
loss,3893
low cost airline,3895
lower class,3898
low income,3902
low pay,3903
low rent,3904
lubricants,3906
lucerne,3908
luxury products industry,3910
lynx,3911
machinery,3914
machine tool,3915
machine-tool industry,3916
machine translation,3917
macro-financial assistance,3919
magistrate,3924
magnesium,3925
magnetic medium,3926
main acreage,3927
maintenance,3928
maintenance obligation,3929
maize,3930
maize oil,3931
majority voting,3932
majority voting system,3933
malnutrition,3938
malt,3939
man,3941
management,3942
management accounting,3943
management audit,3944
management information system,3946
management of resources,3947
management planning,3948
management techniques,3949
management training,3950
manager,3951
managing director,3952
manganese,3953
man-made fibre,3956
manpower needs,3957
manpower planning,3958
manual worker,3959
manufactured feedingstuffs,3960
manufactured goods,3961
manuscript,3962
margarine,3966
marginalisation,3967
marine ecosystem,3970
marine environment,3971
marine fuel,3972
marine insurance,3973
marine life,3974
marine mammal,3975
marine pilotage,3976
marine pollution,3977
marital status,3978
maritime area,3979
maritime cabotage,3980
maritime conference,3981
maritime court,3982
maritime law,3983
maritime safety,3984
maritime shipping,3985
maritime surveillance,3986
maritime transport,3987
market,3988
market abuse,3989
market access,3990
market approval,3991
market capitalisation,3992
market economy,3993
market enlargement,3994
market gardening,3995
marketing,3996
marketing restriction,3997
marketing standard,3998
marketing year,3999
market intervention,4000
market organisation,4001
market planning,4002
market prices,4003
market protection,4004
market research,4005
market-sharing agreement,4006
market stabilisation,4007
market supervision,4008
market support,4009
marriage,4010
marriage of convenience,4011
married person,4013
mass communications,4019
mass education,4021
mass media,4022
mass production,4023
mass tourism,4024
material of animal origin,4025
materials technology,4026
maternity benefit,4027
maternity leave,4028
mathematics,4029
matrimonial law,4030
maximum price,4033
meal,4036
means of agricultural production,4037
means of communication,4038
means of public conveyance,4039
means of transport,4040
measure having equivalent effect,4041
measuring equipment,4042
meat,4043
meat processing industry,4044
meat product,4045
mechanical engineering,4046
mechanical equipment,4047
mechanical vibration,4048
mechanisation,4049
mechanisation of agriculture,4050
mediator,4053
medical centre,4054
medical computing,4055
medical data,4056
medical device,4057
medical diagnosis,4058
medical error,4059
medical examination,4060
medical institution,4061
medical law,4062
medical plant,4063
medical report,4064
medical research,4065
medical science,4066
medical specialisation,4067
medical tourism,4068
medical training,4069
medicament,4070
medicine,4071
medieval history,4072
medium-sized business,4078
medium-sized holding,4079
medium-sized industry,4080
medium-sized town,4081
medium-term credit,4082
medium-term financing,4083
medium-term forecast,4084
member country,4089
mental health,4097
mental illness,4098
mentally disabled,4099
mental stress,4100
merchandising,4102
merchant,4103
merchant fleet,4104
mercury,4107
merger,4108
merger control,4109
meslin,4111
metal by-product,4113
metal coating,4114
metal furniture,4115
metallic ore,4116
metallurgical industry,4118
metal pollution,4119
metal product,4120
metals,4121
metal structure,4122
metal waste,4123
metalwork,4124
metalworking,4125
meteorology,4126
methanol,4127
metrology,4128
metropolis,4129
micro-enterprise,4135
microfinance,4136
microorganism,4140
middle class,4141
middle management,4143
midwife,4147
migrant,4148
migrant unemployment,4149
migrant worker,4150
migration,4151
migration control,4152
migration for settlement purposes,4153
migration from the countryside to the town,4154
migration policy,4155
migratory movement,4156
military aircraft,4159
military base,4160
military cemetery,4161
military cooperation,4162
military court,4163
military criminal law,4164
military discipline,4165
military equipment,4166
military intervention,4167
military law,4168
military manoeuvres,4169
military occupation,4170
military personnel,4171
military regime,4172
military research,4173
military sanctions,4174
military science,4175
military secret,4176
military training,4177
milk,4178
milk by-product,4179
milk fat,4180
milking machine,4181
milk product,4182
milk protein,4183
millet,4184
mineral compound,4187
mineralogy,4188
mineral oil,4189
mineral prospecting,4190
mineral resources,4191
mineral water,4192
minimum pay,4193
minimum price,4194
minimum stock,4195
mining extraction,4196
mining industry,4197
mining of ore,4198
mining operation,4199
mining product,4200
mining production,4201
minister,4202
ministerial meeting,4203
ministerial responsibility,4204
ministry,4205
minority language,4206
miscarriage of justice,4207
miscellaneous industries,4208
missile,4209
misuse of a right,4210
mitigating circumstances,4211
mixed agreement,4212
mixed cropping,4213
mixed economy,4214
mixed farm,4215
mixed marriage,4216
mixed price,4218
mixed tenure,4219
mnemonics,4220
mobile communication,4221
mobile phone,4222
model farm,4223
modem,4224
mode of production,4225
mode of transport,4226
modern history,4227
modernisation aid,4228
modernisation of industry,4229
molasses,4230
mollusc,4233
molybdenum,4235
monetary agreement,4238
monetary compensatory amount,4240
monetary cooperation,4241
monetary crisis,4242
monetary integration,4243
monetary policy,4244
monetary relations,4245
monetary union,4246
money,4247
money laundering,4248
money market,4249
money-market liquidity,4250
money supply,4251
monitoring report,4253
monkey,4254
monograph,4256
monopoly,4257
monopoly of information,4258
monument,4264
mortality,4268
mortgage,4269
mortgage bank,4270
most favoured nation,4271
motherhood,4273
mother tongue,4274
motion of censure,4275
motor car,4276
motor fuel,4277
motor spirit,4278
motor vehicle,4279
motor vehicle industry,4280
motor vehicle insurance,4281
motor vehicle pollution,4282
motorway,4283
mountain,4284
mountain forest,4285
mountain region,4286
movement certificate,4287
multiannual financial framework,4289
multidisciplinary education,4290
multilateral agreement,4292
multilateral aid,4293
multilateral relations,4295
multilateral surveillance,4296
multilingual dictionary,4298
multilingualism,4299
multimedia,4300
multinational enterprise,4301
multinational force,4302
multiple office holding,4304
multi-storey dwelling,4307
municipality,4308
municipal police,4309
museum,4312
music,4314
musical instrument,4315
mutual assistance,4317
mutual assistance among farmers,4318
mutual assistance scheme,4319
mutual recognition principle,4320
nanotechnology,4325
narcotic,4326
national,4327
national accounts,4328
national agricultural policy,4329
national city park,4331
national currency,4332
national economy,4334
national election,4335
national expenditure,4336
national financing,4337
national identity,4338
national implementing measure,4339
national income,4340
national independence,4341
nationalisation,4342
nationality,4345
nationality of legal persons,4346
national language,4347
national law,4348
national liberation movement,4349
national library,4350
national minority,4351
national park,4352
national parliament,4353
national planning,4354
national production,4355
national school,4356
national service,4357
national sovereignty,4359
national statistics,4360
national tariff,4361
national tax,4362
national transport,4363
national unification,4364
natural child,4367
natural fibre,4369
natural food colouring,4370
natural forest,4371
natural gas,4372
natural hazard,4373
naturalisation,4374
natural law,4375
natural person,4376
natural resources,4377
natural rubber,4378
nature reserve,4379
navigation aid,4382
navigational code,4383
navy,4384
negotiable instrument,4386
negotiated contract,4387
negotiation skills,4389
neighbourhood police,4390
net contributor,4392
net recipient,4396
network of navigable waterways,4397
network server,4398
neurology,4400
neutrality,4401
new economic order,4404
new educational methods,4405
new product,4407
new religion,4408
newspaper,4409
new technology,4410
new town,4411
new type of employment,4412
nickel,4415
night work,4418
nitrogen,4421
noise,4423
noise level,4424
noise pollution,4425
noise protection,4426
nomenclature,4428
non-alcoholic beverage,4429
non-associated country,4431
non-commercial sector,4433
non-competition clause,4434
non-compulsory expenditure,4435
non-contributory benefit,4436
non-durable goods,4437
non-ferrous metal,4439
non-ferrous ore,4440
non-flat product,4441
non-formal education,4442
non-governmental organisation,4443
non-government bill,4444
non-ionising radiation,4445
non-lethal weapon,4447
non-marketing premium,4448
non-metallic ore,4449
non-participating country,4450
non-personal tax,4451
non-polluting vehicle,4452
non-profit organisation,4453
non-proliferation of arms,4454
non-recoverable waste,4455
non-refundable aid,4456
non-standard employment,4458
non-tariff barrier,4459
non-working population,4461
non-woven fabric,4462
norm price,4471
notary,4499
nuclear accident,4502
nuclear chemistry,4503
nuclear energy,4504
nuclear fission,4506
nuclear fuel,4507
nuclear fusion,4508
nuclear industry,4509
nuclear law,4510
nuclear medicine,4511
nuclear non-proliferation,4512
nuclear physics,4513
nuclear policy,4514
nuclear power station,4515
nuclear reactor,4516
nuclear research,4517
nuclear safety,4518
nuclear technology,4519
nuclear test,4520
nuclear war,4521
nuclear weapon,4522
nuisance,4523
number of pupils,4524
nursery school,4525
nursing care,4526
nursing staff,4527
nut,4528
nutrition,4529
nutritional disease,4530
nutritional needs,4531
oats,4533
objections to an election result,4535
observation,4536
observer,4537
obsolete technology,4538
obstacle to development,4539
occupational accident,4541
occupational accident insurance,4542
occupational disease,4543
occupational health,4544
occupational medicine,4545
occupational migration,4546
occupational mortality,4547
occupational physiology,4548
occupational psychology,4549
occupational safety,4550
occupational status,4551
occupied territory,4552
ocean,4553
offal,4558
offence,4559
offer price,4560
office automation,4561
office equipment,4562
office supplies,4563
office worker,4564
official document,4565
official language,4567
official market,4568
official seal,4569
official statistics,4570
official visit,4571
offshore drilling,4572
offshore oil,4573
offshore structure,4574
offshoring,4575
oil crop,4576
oilfield,4577
oil industry,4578
oil pipeline,4580
oil pollution,4581
oil refining,4582
oil seed rape,4583
oil technology,4584
older worker,4585
oleaginous plant,4586
oligopoly,4588
olive,4590
olive oil,4592
one person household,4599
on line data service,4600
online game,4601
only child,4602
open access publishing,4605
open ballot,4606
open data,4607
open educational resources,4608
open market,4609
open method of coordination,4610
open source software,4611
open university,4612
operating cost,4613
operating result,4614
operating system,4615
operational expenditure,4616
operational programme,4618
opinion,4620
opinion poll,4626
opposition,4628
optical character recognition,4629
optical industry,4630
optical medium,4631
optics,4632
option contract,4633
opt-out clause,4634
oral question,4635
orchard,4636
ordinance,4637
ordinary court of law,4638
ordinary legislative procedure,4639
ore deposit,4641
ore processing,4642
organic acid,4643
organic certification,4644
organic chemical,4645
organic farming,4646
organic fertiliser,4647
organic law,4648
organic pollution,4649
organic product,4650
organisation,4651
organisational culture,4652
organisation chart,4653
organisation of elections,4657
organisation of health care,4658
organisation of production,4659
organisation of professions,4660
organisation of research,4661
organisation of teaching,4662
organisation of transport,4663
organisation of work,4664
organised crime,4665
organ transplant,4666
originating product,4667
orphan,4668
orphan drug,4670
outflow of capital,4675
outline law,4676
outsourcing,4678
outward processing,4679
over-exploitation of resources,4680
overheads,4681
overlapping of income,4683
overpopulation,4684
over-production,4685
overseas countries and territories,4686
overseas territory,4688
over-the-counter drug,4689
overtime,4690
own-account transport,4691
own consumption,4692
owner farming,4693
ownership,4694
own resources,4695
oxide,4696
oxygen,4697
ozone,4698
packaged product,4703
package travel,4704
packaging,4705
packaging product,4706
paediatrics,4707
paid leave,4709
painting,4710
paints and varnishes,4711
palliative care,4717
palm nut,4718
paper,4723
paperboard,4724
paper money,4725
parabolic aerial,4727
paraffin,4728
paramedical profession,4730
paramedical training,4731
paramilitary force,4732
parasitology,4733
parental allowance,4735
parental authority,4736
parental leave,4737
parental responsibility,4738
parent company,4739
parking area,4740
parking charge,4741
parliament,4742
parliamentary allowance,4743
parliamentary assembly,4744
parliamentary chamber,4745
parliamentary committee,4746
parliamentary debate,4747
parliamentary delegation,4748
parliamentary diplomacy,4749
parliamentary document,4750
parliamentary election,4751
parliamentary immunity,4752
parliamentary inquiry,4753
parliamentary library,4754
parliamentary procedure,4755
parliamentary question,4756
parliamentary scrutiny,4758
parliamentary seat,4759
parliamentary session,4760
parliamentary sitting,4761
parliamentary system,4762
parliamentary vote,4763
participating country,4764
participation of women,4765
participatory democracy,4766
partly nationalised undertaking,4767
partnership,4768
part-time employment,4770
part-time farming,4771
party congress,4772
party financing,4773
party organisation,4774
passage of a bill,4775
passenger rights,4776
passenger tariff,4777
passport,4778
pasta,4779
pasteurisation,4780
pasteurised milk,4781
patent,4784
patent law,4785
patents licence,4786
