ID;SRC;TAR
340;decentralisation;décentralisation
c_8f1cd55b;decentralised cooperation;coopération décentralisée
2426;deciduous tree;arbre feuillu
348;decision;décision
349;decision (EU);décision (UE)
2629;decision-making;prise de décision
5762;decision-making body (EU);organe décisionnel (UE)
5567;declaration of Community interest;déclaration d'intérêt communautaire
5849;declining industrial region;région industrielle en déclin
359;decolonisation;décolonisation
3735;decommissioning of power stations;déclassement de centrale
2877;decontamination;assainissement
2726;decorative item;article de décoration
364;decree;décret
5869;deduction at source;retenue à la source
5442;deepening of the European Union;approfondissement de l'Union européenne
4340;deep-freezing;surgélation
2782;deep-frozen product;produit surgelé
2306;deep-sea fishing;pêche en haute mer
3950;defamation;diffamation
3643;defective product;produit défectueux
5053;defence budget;budget de la défense
3447;defence expenditure;dépense de défense
2464;defence policy;politique de défense
6380;defence statistics;statistique de défense
369;deflation;déflation
3157;defoliation;défoliation
339;deforestation;déboisement
371;degradation of the environment;dégradation de l'environnement
2060;degree of pollution;degré de pollution
417;dehydration;déshydratation
440605;delegated decision;décision déléguée
440657;delegated directive;directive déléguée
1593;delegated legislation;législation déléguée
440710;delegated regulation;règlement délégué
3038;delegation of power;délégation de pouvoir
8421;deliberative democracy;démocratie délibérative
374;delinquency;délinquance
2686;delivered price;prix rendu
1684;delivery;livraison
3004;demerger;scission d'entreprises
5957;demilitarised zone;zone démilitarisée
381;democracy;démocratie
6287;democratic deficit;déficit démocratique
2252;Democratic Party;parti démocrate
4779;Democratic Republic of the Congo;République démocratique du Congo
383;democratisation;démocratisation
384;democratisation of education;démocratisation de l'éducation
1773;demographic analysis;analyse démographique
385;demography;démographie
6357;demotion;rétrogradation professionnelle
386;denaturing;dénaturation
336;Denmark;Danemark
782;denominational education;enseignement confessionnel
3287;dental medicine;médecine dentaire
3593;dentist;dentiste
390;department (France);département
5390;dependant;charge de famille
6542;dependence of elderly persons;dépendance des personnes âgées
3677;dependent territory;territoire non autonome
404;depoliticisation;dépolitisation
405;depopulation;dépopulation
406;deportee;déporté
1975;deposit money;monnaie scripturale
5533;deposit on a polluting product;consignation de produit polluant
2631;deprivation of rights;privation de droits
6740;deprived urban area;zone urbaine défavorisée
4694;Deputy Speaker of Parliament;vice-président du Parlement
410;deregulation;déréglementation
5581;derogation from EU law;dérogation au droit de l'UE
3314;descendant;filiation
415;desert;désert
416;desertification;désertification
2752;desiccated product;produit déshydraté
731;designated employment;emploi réservé
3173;designation of origin;appellation d'origine
3663;designs and models;dessin et modèle
3098;destination of transport;localisation du transport
420;destruction of crops;destruction des cultures
3973;detention before trial;détention provisoire
472;deterrent;dissuasion
426;devaluation;dévaluation
2295;developing countries;pays en développement
3077;development aid;aide au développement
3729;Development Assistance Committee;Comité d'aide au développement
4806;development bank;banque de développement
2393;development plan;plan de développement
2465;development policy;politique de développement
2569;development potential;potentiel de développement
3047;development region;région de développement
5337;development worker;coopérant
361;devolution;déconcentration
434;diabetes;diabète
6540;diaspora;diaspora
436;dictatorship;dictature
438;dictionary;dictionnaire
4135;dictionary of abbreviations;dictionnaire d'abréviations
6824;diesel engine;moteur diesel
3772;diesel fuel;gazole
2753;dietary product;produit diététique
6297;diffusion of innovations;diffusion des innovations
8470;digital archiving;archivage numérique
c_471a61cf;digital contract;contrat numérique
7939;digital divide;fossé numérique
8453;digital evidence;preuve informatique
437655;digital literacy;culture numérique
c_f53bfc88;digital rights management;gestion des droits numériques
c_6f7bbe63;digital single market;marché unique numérique
7219;digital technology;technologie numérique
6191;digitisation;numérisation
2048;Dillon Round;négociation Dillon
446;diploma;diplôme
5670;diplomatic immunity;immunité diplomatique
3578;diplomatic profession;profession diplomatique
2835;diplomatic protection;protection diplomatique
7935;diplomatic protocol;protocole diplomatique
3206;diplomatic relations;relation diplomatique
3367;diplomatic representation;représentation diplomatique
2227;direct applicability;applicabilité directe
277;direct cost;coût direct
8422;direct democracy;démocratie directe
1491;direct investment;investissement direct
448;directive;directive
449;directive (EU);directive (UE)
5377;directly-elected chamber;chambre directement élue
3342;directory;répertoire
4669;direct selling;vente directe
1313;direct tax;impôt direct
3412;disability insurance;assurance d'invalidité
1231;disabled person;handicapé
1764;disaffection of young people;malaise de la jeunesse
411;disarmament;désarmement
4802;disaster area;zone sinistrée
2309;discarded fish;pêche rejetée
5705;disc drive;lecteur de disques
2700;disciplinary proceedings;procédure disciplinaire
5334;disclosure of information;communication des données
858;discounting;escompte
3230;discount rate;taux d'escompte
4667;discount sale;vente au rabais
1733;discount store;magasin discount
2583;discretionary power;pouvoir discrétionnaire
6254;discrimination based on disability;discrimination fondée sur un handicap
5592;discrimination on the basis of nationality;discrimination basée sur la nationalité
6231;discrimination on the basis of sexual orientation;discrimination fondée sur l'orientation sexuelle
2666;discriminatory price;prix discriminatoire
5719;disease of the nervous system;maladie du système nerveux
1854;disease prevention;prévention des maladies
5951;disease vector;vecteur de maladie
6770;disinformation;désinformation
1646;dismissal;licenciement
5422;display;affichage
6130;Dispute Settlement Body;Organe de règlement des différends
442;dissemination of culture;diffusion de la culture
5589;dissemination of EU information;diffusion de l'information de l'UE
441;dissemination of information;diffusion de l'information
470;dissidence;dissidence
471;dissolution of parliament;dissolution du Parlement
779;distance learning;enseignement à distance
4673;distance selling;vente à distance
473;distillation;distillation
815;distribution business;entreprise commerciale
3327;distribution by age;répartition par âge
3337;distribution by sex;répartition par sexe
267;distribution cost;coût de distribution
3295;distribution of aid;répartition de l'aide
5856;distribution of EU funding;répartition du financement de l'UE
3319;distribution of income;répartition du revenu
3304;distribution of production;répartition de la production
5266;distribution of schools;carte scolaire
3298;distribution of the tax burden;répartition de l'impôt
3045;distribution of votes;répartition des votes
3310;distribution of wealth;répartition des richesses
3333;distribution per employed person;répartition par personne occupée
474;distributive trades;distribution commerciale
3218;distributor;distributeur commercial
1351;divergence indicator;indicateur de divergence
480;diversification of exports;diversification des exportations
5712;dividing up of land;lotissement
363;division into constituencies;découpage électoral
5855;division of powers;répartition des compétences
2249;division of property;partage de la propriété
483;divorce;divorce
2334;divorced person;personne divorcée
484;Djibouti;Djibouti
6260;DNA;ADN
8318;Dobrich region;région de Dobrich
3594;doctor;médecin
486;document;document
5109;document acquisition;acquisition documentaire
297;documentary credit;crédit documentaire
774;documentary reference recording;enregistrement documentaire
4168;documentary tool;outil documentaire
494;documentation;documentation
5356;documentation centre;centre de documentation
489;document for discussion at a sitting;document de séance
1350;document indexing;indexation documentaire
6188;document management;gestion de document
2918;document retrieval;recherche documentaire
4295;document storage;stockage documentaire
495;Dodecanese;Dodécanèse
8552;Doha Round;négociation de Doha
8534;Dolj;Dolj
8303;dolphin;dauphin
1919;domestic animal;animal domestique
146;domestic consumption;consommation intérieure
1806;domestic market;marché intérieur
2508;domestic policy;politique intérieure
2768;domestic product;produit national
10;domestic trade;commerce intérieur
6557;domestic violence;violence domestique
4141;domestic waste;déchet ménager
2565;dominant position;position dominante
496;Dominica;Dominique
3415;Dominican Republic;République dominicaine
500;donation;don
2294;donor country;pays donneur
4665;door-to-door selling;vente à domicile
3975;double-ballot voting system;scrutin à deux tours
504;double taxation;double imposition
5198;downloading;téléchargement
2799;draft budget;projet de budget
5825;draft budget (EU);projet de budget (UE)
5606;drafting of EU law;élaboration du droit de l'UE
510;drainage;drainage
1908;draught animal;animal de trait
875;drawing up of the budget;établissement du budget
5620;drawing up of the EU budget;établissement du budget de l'UE
509;dredging;dragage
511;Drenthe;Drenthe
2962;dried product;produit séché
1060;drilling;forage
1831;drilling equipment;matériel de forage
1566;drinking milk;lait boisson
607;drinking water;eau potable
2349;drivers;personnel de conduite
5324;driving instruction;enseignement de la conduite
2325;driving licence;permis de conduire
467;driving mechanism;dispositif de conduite
3116;driving period;durée de la conduite
c_681e6d24;drone;drone
6905;dropout;abandon scolaire
3988;drought;sécheresse
4475;drug addiction;toxicomanie
c_7951978e;drug residue;résidu de médicament
5752;drugs classification;nomenclature pharmaceutique
5916;drug surveillance;surveillance des médicaments
3355;drug traffic;trafic de stupéfiants
2536;dry farming;aridoculture
505;dual nationality;double nationalité
5461;dual-use good;bien à double usage
5928;dual-use technology;technologie duale
503;Dubai;Doubaï
588;dumping;dumping
3132;dumping of waste;immersion de déchets
4879;durable goods;bien durable
5000;durum wheat;blé dur
2572;dust;poussière
5586;duties of civil servants;devoirs du fonctionnaire
4672;duty-free sale;vente hors taxe
6038;dyestuff;colorant
1381;dyestuffs industry;industrie des colorants
8365;EAC countries;pays de la CAE
168;EADI;EADI
5344;EAEC;CEEA
350;EAEC Decision;décision CEEA
4019;EAEC Directive;directive CEEA
4037;EAEC Joint Undertaking;entreprise commune (CEEA)
4024;EAEC opinion;avis CEEA
2931;EAEC recommendation;recommandation CEEA
3106;EAEC Regulation;règlement CEEA
4482;EAEC Treaty;traité CEEA
450658;EAFRD;Feader
450652;EAGF;FEAGA
978;EAGGF;FEOGA
979;EAGGF Guarantee Section;FEOGA-Garantie
980;EAGGF Guidance Section;FEOGA-Orientation
2594;early childhood;petite enfance
696;early election;élection anticipée
2625;early fruit and vegetables;primeur
3626;early retirement;retraite anticipée
6902;early-stage capital;capital de départ
5890;earthquake;séisme
3757;earths and stones;terres et pierres
3952;earth sciences;sciences de la terre
3938;easement;servitude
357;East Africa;Afrique orientale
5107;East African Community;Communauté d'Afrique de l'Est
2291;Eastern Bloc countries;pays de l'Est
c_de77a2c0;Eastern Croatia;Croatie orientale
6247;Eastern Finland;Finlande orientale
7892;Eastern Macedonia and Thrace;Macédoine orientale et Thrace
1765;Eastern Malaysia;Malaisie orientale
c_6547ccb7;Eastern Partnership;Partenariat oriental
6238;East Middle Sweden;Suède du Centre-Est
1905;East Midlands;Midlands de l'Est
596;East of England;Angleterre de l'Est
4461;East Timor;Timor-Oriental
2485;East-West policy;politique des blocs
3223;East-West relations;relation Est-Ouest
8;East-West trade;commerce Est-Ouest
1225;eating habits;habitude alimentaire
5460;EBRD;BERD
4035;EC Accession Treaty;traité d'adhésion CE
3978;EC action to establish liability;recours en responsabilité CE
2346;EC category B staff;personnel CE de catégorie B
2347;EC category C staff;personnel CE de catégorie C
2348;EC category D staff;personnel CE de catégorie D
7342;ecclesiastical council;concile
5726;EC conformity marking;marquage CE de conformité
4014;EC Decision;décision CE
4015;EC Directive;directive CE
6255;ECHO;ECHO
2164;EC institutional body;organisme institutionnel CE
6358;Ecofin;Ecofin
5696;eco-label;label écologique
844;ecological balance;équilibre écologique
8471;ecological tourism;tourisme écologique
633;ecologism;écologisme
632;ecology;écologie
2007;ecology movement;mouvement écologiste
2254;Ecology Party;parti écologiste
634;econometrics;économétrie
3083;economic accounts for agriculture;comptabilité économique agricole
5992;economic activity;activité économique
536;economic aggregate;agrégat économique
2928;economic agreement;accord économique
899;economic aid;aide économique
1800;economic analysis;analyse économique
c_2d0e694e;Economic and Financial Committee;Comité économique et financier
4602;Economic and Monetary Union;union économique et monétaire
5499;economic and social cohesion;cohésion économique et sociale
6159;Economic Community of Central African States;Communauté économique des États de l'Afrique centrale
5341;Economic Community of West African States;Communauté économique des États de l'Afrique de l'Ouest
69;economic concentration;concentration économique
84;economic conditions;condition économique
3086;economic consequence;conséquence économique
4283;economic contingency stock;stock conjoncturel
202;economic convergence;convergence économique
3066;economic conversion;conversion économique
209;economic cooperation;coopération économique
335;economic cycle;cycle économique
427;economic development;développement économique
455;economic discrimination;discrimination économique
461;economic disparity;disparité économique
1040;economic fluctuation;fluctuation économique
2616;economic forecasting;prévision économique
1149;economic geography;géographie économique
c_6cfce4be;economic governance (EU);gouvernance économique (UE)
310;economic growth;croissance économique
1345;economic independence;indépendance économique
1352;economic indicator;indicateur économique
5673;economic infrastructure;infrastructure économique
5682;economic instrument for the environment;instrument économique pour l'environnement
1463;economic integration;intégration économique
6120;economic intelligence;intelligence économique
1472;economic interdependence;interdépendance économique
1200;Economic Interest Grouping;groupement d'intérêt économique
4077;economic liberalism;libéralisme économique
1955;economic model;modèle économique
574;economic offence;délit économique
2402;economic planning;planification économique
2497;economic policy;politique économique
2627;economic priority;priorité économique
2910;economic recession;récession économique
2933;economic reconstruction;reconstruction économique
3400;economic recovery;reprise économique
5840;economic reform;réforme économique
3058;economic region;région économique
3219;economic relations;relation économique
3533;economic resources;ressource économique
3901;economic rights;droits économiques
3933;economics;science économique
3870;economic sanctions;sanction économique
4006;economic sector;secteur économique
5146;economic situation;situation économique
c_87ccc7c3;economics profession;profession économique
4250;economic stabilisation;stabilisation économique
4254;economic stagnation;stagnation économique
4262;economic statistics;statistique économique
4302;economic structure;structure économique
712;economic support;soutien économique
770;economic survey;enquête économique
3013;economic system;régime économique
358;economic take-off;décollage économique
6143;economic transition;transition économique
4601;economic union;union économique
6786;economic value;valeur économique
641;economies of scale;économie d'échelle
637;economy;économie
4457;EC opinion;avis CE
3709;Ecosoc;Ecosoc
664;ecosystem;écosystème
5302;Ecowas countries;pays de la Cedeao
4020;EC recommendation;recommandation CE
4022;EC Regulation;règlement CE
5327;ECSC;CECA
852;ECSC aid;aide CECA
352;ECSC general Decision;décision générale CECA
353;ECSC individual Decision;décision individuelle CECA
2592;ECSC levy;prélèvement CECA
2608;ECSC loan;prêt CECA
5057;ECSC operating budget;budget opérationnel CECA
4026;ECSC opinion;avis CECA
2930;ECSC recommendation;recommandation CECA
4480;ECSC Treaty;traité CECA
6333;Ecu;écu
841;Ecuador;Équateur
4055;EDF;FED
668;education;éducation
48;educational administration;administration de l'enseignement
5176;educational exchange;échange scolaire
2196;educational guidance;orientation scolaire
873;educational institution;établissement d'enseignement
2397;educational planning;planification de l'éducation
2973;educational reform;réforme de l'enseignement
4357;educational system;système d'enseignement
5175;education budget;budget de l'enseignement
269;education costs;coût de l'éducation
1380;education grant;allocation d'étude
675;education of foreigners;éducation des étrangers
5603;education of young offenders;éducation surveillée
2467;education policy;politique de l'éducation
5905;education statistics;statistique de l'éducation
5531;EEA Council;Conseil de l'EEE
5504;EEA Joint Committee;Comité conjoint EEE
5505;EEA Joint Consultative Committee;Comité consultatif conjoint EEE
5681;EEA joint institution;institution commune EEE
5510;EEA joint parliamentary committee;Comité parlementaire conjoint EEE
4481;EEC Treaty;traité CEE
6327;EFICS;EFICS
176;EFTA;AELE
187;EFTA countries;pays de l'AELE
6101;EFTA Court;Cour AELE
2121;egg;œuf
2212;egg product;ovoproduit
690;Egypt;Égypte
c_31da5694;e-Health;santé en ligne
2607;EIB loan;prêt BEI
2333;elderly person;personne âgée
695;election;élection
5097;election campaign;campagne électorale
2808;election campaign publicity;propagande électorale
1082;election expenses;frais électoraux
1013;election financing;financement électoral
3035;election monitoring;vérification du scrutin
2796;election programme;programme électoral
3037;election result;résultat électoral
1778;elective office;mandat électif
1359;electoral alliance;alliance électorale
5276;electoral deposit;cautionnement électoral
1093;electoral fraud;fraude électorale
558;electoral law;droit électoral
2880;electoral quota;quotient électoral
6890;electoral reform;réforme électorale
1679;electoral register;liste électorale
4367;electoral system;système électoral
706;electorate;électorat
747;electrical energy;énergie électrique
1401;electrical engineering;industrie électrotechnique
1833;electrical equipment;matériel électrique
3783;electrical industry;industrie électrique
2693;electrical process;procédé électrique
3859;electric cable;câble électrique
5410;electricity storage device;accumulateur électrique
477;electricity supply;distribution de l'électricité
3864;electric machinery;machine électrique
4656;electric vehicle;véhicule électrique
707;electrochemistry;électrochimie
3865;electro-magnetic equipment;matériel électromagnétique
5319;electromagnetic interference;nuisance électromagnétique
708;electrometallurgy;électrométallurgie
3248;electronic banking;bancatique
6089;electronic commerce;commerce électronique
50;electronic component;composant électronique
2192;electronic device;appareil électronique
6767;electronic document;document électronique
6189;electronic document management;gestion électronique des documents
849;electronic equipment;équipement électronique
c_e2de1ffd;electronic game;jeu électronique
6894;electronic government;administration électronique
3010;electronic mail;courrier électronique
1971;electronic money;monnaie électronique
6110;electronic publishing;édition électronique
709;electronics;électronique
6370;electronic signature;signature électronique
1400;electronics industry;industrie électronique
4755;electronic voting;vote électronique
6411;electronic waste;déchet électronique
710;electrotechnology;électrotechnique
5561;eligibility criteria;critère d'éligibilité
5847;eligible region;région éligible
1419;elimination of illiteracy;alphabétisation
691;El Salvador;El Salvador
719;emancipation;émancipation
5432;embassy;ambassade
5608;embryo and foetus;embryon et fœtus
881;emergency aid;aide d'urgence
6741;emergency medical treatment;médecine d'urgence
724;emigration;émigration
725;Emilia-Romagna;Émilie-Romagne
434966;emission allowance;quota d'émission
434843;emission trading;échange de droits d'émission
735;employer;employeur
5521;employers' confederation;confédération patronale
2279;employers' organisation;organisation patronale
723;employment aid;aide à l'emploi
6346;Employment Committee (EU);comité de l'emploi (UE)
2468;employment policy;politique de l'emploi
4113;employment service;service d'emploi
3537;employment statistics;statistique de l'emploi
4299;employment structure;structure de l'emploi
5729;EMS exchange-rate mechanism;mécanisme de change SME
4137;encyclopaedia;encyclopédie
1758;endemic disease;maladie endémique
5720;endocrine disease;maladie endocrinienne
c_667f2c16;endocrine disruptor;perturbateur endocrinien
3716;ENEA;AEEN
4886;energy audit;bilan énergétique
142;energy consumption;consommation d'énergie
203;energy conversion;conversion de l'énergie
435164;energy cooperation;coopération énergétique
308;energy crisis;crise de l'énergie
6320;energy crop;culture énergétique
378;energy demand;demande énergétique
475;energy distribution;distribution d'énergie
6697;energy diversification;diversification énergétique
6700;energy efficiency;rendement énergétique
3741;energy-generating product;produit énergétique
5861;energy grid;réseau énergétique
3737;energy industry;industrie énergétique
534;energy law;droit de l'énergie
2498;energy policy;politique énergétique
2715;energy production;production d'énergie
2945;energy recovery;récupération de l'énergie
2917;energy research;recherche énergétique
3538;energy resources;ressource énergétique
642;energy saving;économie d'énergie
1685;energy site;localisation de l'énergie
4293;energy storage;stockage de l'énergie
2312;energy supply;approvisionnement énergétique
4420;energy technology;technologie énergétique
4507;energy transport;transport d'énergie
4629;energy use;utilisation de l'énergie
930;enforcement of ruling;voie d'exécution
1994;engine;moteur
1435;engineer;ingénieur
2206;engineering structure;ouvrage d'art
5438;England;Angleterre
1776;English Channel;Manche
291;English-speaking Africa;Afrique anglophone
6274;enhanced cooperation;coopération renforcée
3939;enjoyment of rights;jouissance des droits
6704;enlargement of an international organisation;élargissement d'une organisation internationale
4057;enlargement of the Union;élargissement de l'UE
3542;entrepreneur;entrepreneur
6749;entrepreneurship;esprit d'entreprise
5546;environmental cooperation;coopération environnementale
c_bb1a60eb;environmental cost;coût environnemental
6396;environmental economics;économie de l'environnement
6397;environmental education;éducation à l'environnement
3139;environmental impact;impact sur l'environnement
8550;environmental indicator;indicateur environnemental
c_165899a6;environmental industry;industrie de l'environnement
535;environmental law;droit de l'environnement
6401;environmental liability;responsabilité des dommages environnementaux
3140;environmental monitoring;surveillance de l'environnement
5571;environmental offence;délit environnemental
2470;environmental policy;politique de l'environnement
2825;environmental protection;protection de l'environnement
2919;environmental research;recherche sur l'environnement
4074;environmental risk prevention;prévention des risques pour l'environnement
5754;environmental standard;norme environnementale
6402;environmental statistics;statistique de l'environnement
5839;environmental tax;redevance environnementale
6111;enzyme;enzyme
5131;EP assent;avis conforme du PE
19;EP Committee;commission PE
5128;EP delegation;délégation PE
837;epidemic;épidémie
838;epidemiology;épidémiologie
839;Epirus;Épire
4473;EP opinion;avis PE
3494;EP resolution;résolution PE
7928;EPSO;EPSO
689;equality before the law;égalité devant la loi
687;equal pay;égalité de rémunération
688;equal treatment;égalité de traitement
1218;Equatorial Guinea;Guinée équatoriale
4792;equatorial zone;zone équatoriale
842;equidae;équidé
264;equipment cost;coût d'équipement
8472;equitable tourism;tourisme équitable
854;equivalence of diplomas;équivalence des diplômes
855;ergonomics;ergonomie
5617;Eritrea;Érythrée
3158;erosion;érosion
5129;ESC opinion;avis CESE
6378;espionage;espionnage
5366;ESRO;OERS
6788;essential oil;huile essentielle
6106;established right;droit acquis
871;establishment;établissement
6117;establishment of peace;instauration de la paix
5619;Estonia;Estonie
3154;estuary;estuaire
890;ethanol;éthanol
1989;ethics;éthique
891;Ethiopia;Éthiopie
6376;ethnic cleansing;purification ethnique
5528;ethnic conflict;conflit interethnique
3910;ethnic discrimination;discrimination ethnique
1202;ethnic group;groupe ethnique
6394;ethnography;ethnographie
6095;ETSI;ETSI
6725;EU Accession Treaty;traité d'adhésion (UE)
5258;EU act;acte de l'UE
5413;EU action;action de l'UE
5418;EU activity;activité de l'UE
1789;EU agricultural market;marché agricole de l'UE
6048;EU agriculture committee;comité agricole (UE)
862;EU aid;aide de l'UE
c_c565cff5;EU banking union;union bancaire de l’UE
2163;EU body;organe de l'UE
5761;EU body for police and judicial cooperation;organe de coopération judiciaire et policière (UE)
738;EU borrowing;emprunt de l'UE
438855;EU budget;budget de l'UE
6286;EU Charter of Fundamental Rights;charte des droits fondamentaux de l'Union européenne
c_2e08d60f;EU civilian mission;mission civile de l'UE
36;EU competence;compétence de l'UE
435330;EU competition policy;politique de la concurrence de l'UE
4125;EU control;contrôle de l'UE
6053;EU Council committee;comité du Conseil de l'UE
5806;EU Council Presidency;présidence du Conseil de l'Union européenne
5842;EU customs procedure;régime douanier de l'UE
c_8b0ac3e2;EU direct payments;paiements directs UE
435007;EU emission allowance;droits d'émissions UE
434880;EU Emissions Trading Scheme;Mécanisme UE d'échange de droits d'émission
2454;EU employment policy;politique de l'emploi de l'UE
c_d8d35f08;EU energy policy;politique énergétique de l'UE
5794;EU environmental policy;politique de l'environnement de l'UE
5576;EU expenditure;dépense de l'UE
1460;EU financial instrument;instrument financier de l'UE
1005;EU financing;financement de l'UE
5844;EU financing arrangements;régime du financement de l'UE
6744;eugenics;eugénique
5675;EU growth strategy;stratégie européenne pour la croissance
3617;EU industrial policy;politique industrielle de l'UE
5674;EU initiative;initiative de l'UE
1451;EU institution;institution de l'Union européenne
1490;EU investment;investissement de l'UE
525;EU law;droit de l'UE
435196;EU law - international law;droit de l'UE-droit international
5127;EU law - national law;droit de l'UE-droit national
4017;EU legal system;ordre juridique de l'UE
441716;EU loan;prêt de l'UE
c_f05a3667;EU macroregional policy;politique macrorégionale de l'UE
1795;EU market;marché de l'UE
5283;EU Member State;État membre UE
6541;EU migration policy;politique migratoire de l'UE
8475;EU Military Committee;Comité militaire de l'UE
8482;EU military mission;mission militaire de l'UE
8477;EU Military Staff;État-major de l'UE
3526;EU national;ressortissant de l'UE
8476;EU-NATO cooperation;coopération UE-OTAN
5769;EU office or agency;organisme de l'UE
3032;EU Official Journal;Journal officiel UE
5552;EU police cooperation;coopération policière (UE)
8481;EU police mission;mission de police de l'UE
2451;EU policy;politique de l'UE
6218;EU policy - national policy;politique de l'UE-politique nationale
2713;EU production;production de l'UE
5315;EU programme;programme de l'UE
2860;EU publication;publication de l'UE
2610;Euratom loan;prêt Euratom
388;Euratom Supply Agency;Agence d’approvisionnement d’Euratom
c_8c634c9b;EU reference laboratory;Laboratoire de référence de l'UE
2516;EU regional policy;politique régionale de l'UE
3654;Eureka;Eureka
4040;EU relations;relation de l'Union européenne
4054;EURES;EURES
3656;EU research policy;politique de la recherche de l'UE
c_1c478aa5;EU restrictive measure;mesure restrictive de l'UE
6334;Euribor;Euribor
665;euro;euro
4123;Euro-Arab cooperation;coopération euro-arabe
6151;euro area;zone euro
5478;Euro-Atlantic Partnership Council;Conseil de partenariat euro-atlantique
903;Eurobond;euro-émission
905;Eurocommunism;eurocommunisme
906;Eurocontrol;Eurocontrol
5557;Eurocorps;Corps européen
900;Eurocredit;eurocrédit
901;Eurocurrency;eurodevise
902;Eurodollar;eurodollar
3717;Eurofound;Eurofound
8429;Eurogroup (euro area);Eurogroupe (zone euro)
908;Eurogroup (NATO);Eurogroupe (OTAN)
6723;Eurojust;Eurojust
904;Euromarket;euromarché
3505;Euro-missile;euromissile
909;Europe;Europe
4369;European accounting system;système européen de comptabilité
5425;European agency;agence européenne
7221;European Agency for Reconstruction;Agence européenne pour la reconstruction
5427;European Agency for Safety and Health at Work;Agence européenne pour la sécurité et la santé au travail
c_8a658bb0;European Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice;Agence européenne pour la gestion opérationnelle des systèmes d’information à grande échelle au sein de l’espace de liberté, de sécurité et de justice
6309;European agricultural model;modèle agricole européen
6256;European Anti-fraud Office;Office européen de lutte antifraude
3452;European arms policy;politique européenne d'armement
6724;European arrest warrant;mandat d'arrêt européen
6547;European association;association européenne
5406;European Association Agreement;accord européen d'association
4046;European Association for Cooperation;Association européenne pour la coopération
421;European Association of National Productivity Centres;Association européenne des centres nationaux de productivité
447958;European Asylum Support Office;Bureau européen d’appui en matière d’asile
3715;European Atomic Energy Society;Société européenne d'énergie atomique
5193;European audiovisual area;espace audiovisuel européen
7937;European Aviation Safety Agency;Agence européenne de la sécurité aérienne
c_047e5912;European Banking Authority;Autorité bancaire européenne
8488;European Barge Union;Union européenne de la navigation fluviale
3720;European Broadcasting Union;Union européenne de radio-télévision
5455;European Central Bank;Banque centrale européenne
445259;European Central Bank opinion;avis de la Banque centrale européenne
7983;European Centre for Disease Prevention and Control;Centre européen de prévention et de contrôle des maladies
8395;European Centre for Parliamentary Research and Documentation;Centre européen de recherche et de documentation parlementaires
6207;European Centre of Enterprises with Public Participation;Centre européen de l'entreprise publique
5485;European charter;charte européenne
7984;European Chemicals Agency;Agence européenne des produits chimiques
c_c4c48e5c;European citizens' initiative;initiative citoyenne européenne
5491;European citizenship;citoyenneté européenne
5284;European Civil Aviation Conference;Conférence européenne de l'aviation civile
5130;European civil service;fonction publique européenne
4038;European Commission;Commission européenne
4044;European Commissioner;commissaire européen
6093;European Committee for Standardisation;Comité européen de normalisation
5508;European Committee of the Regions;Comité européen des régions
26;European Communities;Communautés européennes
5343;European Community;Communauté européenne
4202;European company;société européenne
5523;European conference;conférence européenne
5347;European Conference of Ministers of Transport;Conférence européenne des ministres des transports
7127;European Constitution;constitution européenne
6711;European Consumer Centres Network;réseau des centres européens des consommateurs
3472;European convention;convention européenne
5326;European Convention on Human Rights;convention européenne des droits de l’homme
210;European cooperation;coopération européenne
6757;European cooperative;coopérative européenne
128;European Council;Conseil européen
256;European Court of Auditors;Cour des comptes européenne
257;European Court of Human Rights;Cour européenne des droits de l'homme
6562;European cultural event;manifestation culturelle européenne
6332;European currency;monnaie européenne
7927;European Data Protection Supervisor;Contrôleur européen de la protection des données
7982;European Defence Agency;Agence européenne de défense
2499;European defence policy;politique européenne de défense
2326;European driving licence;permis de conduire européen
6054;European Economic and Social Committee;Comité économique et social européen
5618;European Economic Area;Espace économique européen
5658;European Economic Interest Grouping;groupement européen d'intérêt économique
697;European election;élection européenne
4368;European electoral system;système électoral européen
6347;European Employment Strategy;stratégie européenne pour l'emploi
6079;European Energy Charter;charte européenne de l'énergie
5310;European Environment Agency;Agence européenne pour l'environnement
447472;European External Action Service;Service européen pour l’action extérieure
8284;European Fisheries Control Agency;Agence européenne de contrôle des pêches
452085;European fisheries fund;Fonds européen pour la pêche
7126;European Food Safety Authority;Autorité européenne de sécurité des aliments
450898;European Forest Institute;Institut européen de la forêt
6326;European forestry policy;politique européenne de la forêt
5641;European foundation;fondation européenne
c_d08207d1;European Fund for Strategic Investments;Fonds européen pour les investissements stratégiques
8549;European Globalisation Adjustment Fund;Fonds européen d'ajustement à la mondialisation
447660;European GNSS Agency;Agence du GNSS européen
6559;European identity;identité européenne
3616;European industrial area;espace industriel européen
447756;European Institute for Gender Equality;Institut européen pour l’égalité entre les hommes et les femmes
447795;European Institute of Innovation and Technology;Institut européen d’innovation et de technologie
5679;European Institute of Public Administration;Institut européen d'administration publique
c_f5ed5adb;European Insurance and Occupational Pensions Authority;Autorité européenne des assurances et des pensions professionnelles
1464;European integration;intégration européenne
4838;European Investment Bank;Banque européenne d'investissement
5645;European Investment Fund;Fonds européen d'investissement
8430;europeanisation;européanisation
448275;European Joint Undertaking;entreprise commune européenne
860;European judicial area;espace judiciaire européen
